Date,Device,Vehicle,Spend
2021-08-18,Samsung,Samsung 1st Screen Rotational - Dream Team,824.17
2021-08-19,Samsung,Samsung 1st Screen Rotational - Dream Team,824.17
2021-08-20,Samsung,Samsung 1st Screen Rotational - Dream Team,824.17
2021-08-21,Samsung,Samsung 1st Screen Rotational - Dream Team,824.17
2021-08-22,Samsung,Samsung 1st Screen Rotational - Dream Team,824.17
2021-08-23,Samsung,Samsung 1st Screen Rotational - Dream Team,824.17
2021-08-24,Samsung,Samsung 1st Screen Rotational - Dream Team,824.17
2021-08-25,Samsung,Samsung 1st Screen Rotational - Dream Team,824.17
2021-08-26,Samsung,Samsung 1st Screen Rotational - Dream Team,824.17
2021-08-27,Samsung,Samsung 1st Screen Rotational - Dream Team,824.17
2021-08-28,Samsung,Samsung 1st Screen Rotational - Dream Team,824.17
2021-08-29,Samsung,Samsung 1st Screen Rotational - Dream Team,824.17
2021-06-28,Samsung,Samsung 1st Screen Rotational,2380.95
2021-06-29,Samsung,Samsung 1st Screen Rotational,2380.95
2021-06-30,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-01,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-02,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-03,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-04,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-05,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-06,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-07,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-08,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-09,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-10,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-11,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-12,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-13,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-14,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-15,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-16,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-17,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-18,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-19,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-20,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-21,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-22,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-23,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-24,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-25,Samsung,Samsung 1st Screen Rotational,2380.95
2021-07-26,Samsung,Samsung 1st Screen Rotational,3809.52
2021-07-27,Samsung,Samsung 1st Screen Rotational,3809.52
2021-07-28,Samsung,Samsung 1st Screen Rotational,3809.52
2021-07-29,Samsung,Samsung 1st Screen Rotational,3809.52
2021-07-30,Samsung,Samsung 1st Screen Rotational,3809.52
2021-07-31,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-01,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-02,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-03,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-04,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-05,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-06,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-07,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-08,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-09,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-10,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-11,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-12,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-13,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-14,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-15,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-16,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-17,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-18,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-19,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-20,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-21,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-22,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-23,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-24,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-25,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-26,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-27,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-28,Samsung,Samsung 1st Screen Rotational,3809.52
2021-08-29,Samsung,Samsung 1st Screen Rotational,3809.52
2021-06-28,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-06-29,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-06-30,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-01,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-02,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-03,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-04,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-05,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-06,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-07,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-08,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-09,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-10,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-11,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-12,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-13,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-14,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-15,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-16,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-17,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-18,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-19,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-20,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-21,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-22,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-23,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-24,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-25,Samsung,Samsung 7/25 1st Screen Native Takeover,3101.43
2021-07-26,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-07-27,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-07-28,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-07-29,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-07-30,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-07-31,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-01,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-02,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-03,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-04,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-05,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-06,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-07,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-08,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-09,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-10,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-11,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-12,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-13,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-14,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-15,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-16,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-17,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-18,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-19,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-20,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-21,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-22,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-23,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-24,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-25,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-26,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-27,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-28,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-08-29,Samsung,Samsung 8/6 1st Screen Native Takeover,2171.0
2021-06-28,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-06-29,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-06-30,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-01,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-02,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-03,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-04,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-05,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-06,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-07,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-08,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-09,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-10,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-11,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-12,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-13,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-14,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-15,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-16,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-17,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-18,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-19,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-20,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-21,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-22,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-23,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-24,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-25,Vizio,Vizio Hero & Discover 1-5 - Dream Team,2747.25
2021-07-26,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-07-27,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-07-28,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-07-29,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-07-30,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-07-31,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-01,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-02,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-03,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-04,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-05,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-06,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-07,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-08,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-09,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-10,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-11,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-12,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-13,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-14,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-15,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-16,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-17,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-18,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-19,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-20,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-21,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-22,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-23,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-24,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-25,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-26,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-27,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-28,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-08-29,Vizio,Vizio Hero & Discover 1-5 - Dream Team,659.34
2021-06-28,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-06-29,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-06-30,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-01,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-02,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-03,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-04,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-05,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-06,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-07,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-08,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-09,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-10,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-11,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-12,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-13,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-14,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-15,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-16,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-17,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-18,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-19,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-20,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-21,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-22,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-23,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-24,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-25,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,1428.57
2021-07-26,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-07-27,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-07-28,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-07-29,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-07-30,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-07-31,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-01,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-02,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-03,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-04,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-05,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-06,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-07,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-08,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-09,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-10,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-11,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-12,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-13,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-14,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-15,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-16,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-17,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-18,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-19,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-20,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-21,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-22,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-23,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-24,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-25,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-26,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-27,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-28,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-08-29,Vizio,Vizio Hero & Discover 1-5 - Highlight Hero,2285.71
2021-06-28,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-06-29,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-06-30,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-01,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-02,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-03,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-04,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-05,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-06,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-07,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-08,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-09,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-10,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-11,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-12,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-13,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-14,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-15,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-16,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-17,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-18,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-19,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-20,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-21,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-22,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-23,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-24,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-25,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,952.38
2021-07-26,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-07-27,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-07-28,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-07-29,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-07-30,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-07-31,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-01,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-02,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-03,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-04,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-05,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-06,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-07,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-08,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-09,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-10,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-11,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-12,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-13,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-14,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-15,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-16,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-17,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-18,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-19,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-20,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-21,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-22,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-23,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-24,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-25,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-26,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-27,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-28,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-08-29,Vizio,Vizio Hero & Discover 1-5 - Torchbearer,1523.81
2021-06-28,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-06-29,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-06-30,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-01,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-02,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-03,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-04,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-05,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-06,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-07,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-08,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-09,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-10,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-11,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-12,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-13,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-14,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-15,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-16,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-17,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-18,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-19,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-20,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-21,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-22,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-23,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-24,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-25,Vizio,Vizio Hero 1 Takeover (12HR),5357.14
2021-07-26,Amazon Fire,Amazon 8/21 25% SOV Inline Banner -WWE Summerslam,5000.0
2021-07-27,Amazon Fire,Amazon 8/21 25% SOV Inline Banner -WWE Summerslam,5000.0
2021-07-28,Amazon Fire,Amazon 8/21 25% SOV Inline Banner -WWE Summerslam,5000.0
2021-07-29,Amazon Fire,Amazon 8/21 25% SOV Inline Banner -WWE Summerslam,5000.0
2021-07-30,Amazon Fire,Amazon 8/21 25% SOV Inline Banner -WWE Summerslam,5000.0
2021-07-31,Amazon Fire,Amazon 8/21 25% SOV Inline Banner -WWE Summerslam,5000.0
2021-08-01,Amazon Fire,Amazon 8/21 25% SOV Inline Banner -WWE Summerslam,5000.0
2021-08-02,Amazon Fire,Amazon 8/21 25% SOV Inline Banner -WWE Summerslam,5000.0
