Date,Device,CNT,Owner
2020-08-20,vizio,2524,Vizio
2020-08-21,vizio,3664,Vizio
2020-08-22,vizio,4431,Vizio
2020-08-23,vizio,4844,Vizio
2020-08-24,vizio,3245,Vizio
2020-08-25,vizio,3086,Vizio
2020-08-26,vizio,2978,Vizio
2020-08-27,vizio,2997,Vizio
2020-08-28,vizio,2884,Vizio
2020-08-29,vizio,3784,Vizio
2020-08-30,vizio,4531,Vizio
2020-08-31,vizio,2898,Vizio
2020-09-01,vizio,3402,Vizio
2020-09-02,vizio,2564,Vizio
2020-09-03,vizio,2393,Vizio
2020-09-04,vizio,2261,Vizio
2020-09-05,vizio,2730,Vizio
2020-09-06,vizio,3284,Vizio
2020-09-07,vizio,5245,Vizio
2020-09-08,vizio,2748,Vizio
2020-09-09,vizio,2594,Vizio
2020-09-10,vizio,3038,Vizio
2020-09-11,vizio,2356,Vizio
2020-09-12,vizio,3706,Vizio
2020-09-13,vizio,4654,Vizio
2020-09-14,vizio,2611,Vizio
2020-09-15,vizio,2255,Vizio
2020-09-16,vizio,2915,Vizio
2020-09-17,vizio,5510,Vizio
2020-09-18,vizio,3155,Vizio
2020-09-19,vizio,4185,Vizio
2020-09-20,vizio,4232,Vizio
2020-09-21,vizio,2278,Vizio
2020-09-22,vizio,2690,Vizio
2020-09-23,vizio,2062,Vizio
2020-09-24,vizio,2052,Vizio
2020-09-25,vizio,1994,Vizio
2020-09-26,vizio,2593,Vizio
2020-09-27,vizio,3023,Vizio
2020-09-28,vizio,2037,Vizio
2020-09-29,vizio,1728,Vizio
2020-09-30,vizio,1486,Vizio
2020-10-01,vizio,2258,Vizio
2020-10-02,vizio,2501,Vizio
2020-10-03,vizio,3993,Vizio
2020-10-04,vizio,5241,Vizio
2020-10-05,vizio,2525,Vizio
2020-10-06,vizio,2161,Vizio
2020-10-07,vizio,1946,Vizio
2020-10-08,vizio,2007,Vizio
2020-10-09,vizio,2142,Vizio
2020-10-10,vizio,3267,Vizio
2020-10-11,vizio,3247,Vizio
2020-10-12,vizio,2862,Vizio
2020-10-13,vizio,2990,Vizio
2020-10-14,vizio,2707,Vizio
2020-10-15,vizio,2694,Vizio
2020-10-16,vizio,2668,Vizio
2020-10-17,vizio,11169,Vizio
2020-10-18,vizio,4760,Vizio
2020-10-19,vizio,2533,Vizio
2020-10-20,vizio,2414,Vizio
2020-10-21,vizio,2491,Vizio
2020-10-22,vizio,2457,Vizio
2020-10-23,vizio,2922,Vizio
2020-10-24,vizio,4340,Vizio
2020-10-25,vizio,5191,Vizio
2020-10-26,vizio,2878,Vizio
2020-10-27,vizio,2510,Vizio
2020-10-28,vizio,2483,Vizio
2020-10-29,vizio,2593,Vizio
2020-10-30,vizio,2686,Vizio
2020-10-31,vizio,3055,Vizio
2020-11-01,vizio,2997,Vizio
2020-11-02,vizio,1848,Vizio
2020-11-03,vizio,2241,Vizio
2020-11-04,vizio,1473,Vizio
2020-11-05,vizio,1453,Vizio
2020-11-06,vizio,1413,Vizio
2020-11-07,vizio,2211,Vizio
2020-11-08,vizio,2512,Vizio
2020-11-09,vizio,1585,Vizio
2020-11-10,vizio,1495,Vizio
2020-11-11,vizio,2909,Vizio
2020-11-12,vizio,1372,Vizio
2020-11-13,vizio,1631,Vizio
2020-11-14,vizio,2120,Vizio
2020-11-15,vizio,2122,Vizio
2020-11-16,vizio,1436,Vizio
2020-11-17,vizio,2009,Vizio
2020-11-18,vizio,1899,Vizio
2020-11-19,vizio,2008,Vizio
2020-11-20,vizio,1697,Vizio
2020-11-21,vizio,2339,Vizio
2020-11-22,vizio,3257,Vizio
2020-11-23,vizio,1874,Vizio
2020-11-24,vizio,1611,Vizio
2020-11-25,vizio,2114,Vizio
2020-11-26,vizio,3843,Vizio
2020-11-27,vizio,2506,Vizio
2020-11-28,vizio,2665,Vizio
2020-11-29,vizio,2859,Vizio
2020-11-30,vizio,2524,Vizio
2020-12-01,vizio,2045,Vizio
2020-12-02,vizio,2159,Vizio
2020-12-03,vizio,1847,Vizio
2020-12-04,vizio,1975,Vizio
2020-12-05,vizio,2920,Vizio
2020-12-06,vizio,3196,Vizio
2020-12-07,vizio,1902,Vizio
2020-12-08,vizio,1900,Vizio
2020-12-09,vizio,1786,Vizio
2020-12-10,vizio,1656,Vizio
2020-12-11,vizio,2273,Vizio
2020-12-12,vizio,3427,Vizio
2020-12-13,vizio,3358,Vizio
2020-12-14,vizio,2285,Vizio
2020-12-15,vizio,2114,Vizio
2020-12-16,vizio,2651,Vizio
2020-12-17,vizio,2889,Vizio
2020-12-18,vizio,4608,Vizio
2020-12-19,vizio,6081,Vizio
2020-12-20,vizio,6092,Vizio
2020-12-21,vizio,3199,Vizio
2020-12-22,vizio,2833,Vizio
2020-12-23,vizio,2697,Vizio
2020-12-24,vizio,2931,Vizio
2020-12-25,vizio,5524,Vizio
2020-12-26,vizio,7431,Vizio
2020-12-27,vizio,7199,Vizio
2020-12-28,vizio,3580,Vizio
2020-12-29,vizio,3300,Vizio
2020-12-30,vizio,4478,Vizio
2020-12-31,vizio,6235,Vizio
2021-01-01,vizio,10659,Vizio
2021-01-02,vizio,9413,Vizio
2021-01-03,vizio,8551,Vizio
2021-01-04,vizio,6813,Vizio
2021-01-05,vizio,5784,Vizio
2021-01-06,vizio,4273,Vizio
2021-01-07,vizio,4078,Vizio
2021-01-08,vizio,3900,Vizio
2021-01-09,vizio,5115,Vizio
2021-01-10,vizio,6508,Vizio
2021-01-11,vizio,3611,Vizio
2021-01-12,vizio,3496,Vizio
2021-01-13,vizio,3224,Vizio
2021-01-14,vizio,3091,Vizio
2021-01-15,vizio,3532,Vizio
2021-01-16,vizio,4647,Vizio
2021-01-17,vizio,5045,Vizio
2021-01-18,vizio,3526,Vizio
2021-01-19,vizio,3473,Vizio
2021-01-20,vizio,2761,Vizio
2021-01-21,vizio,2642,Vizio
2021-01-22,vizio,3955,Vizio
2021-01-23,vizio,5368,Vizio
2021-01-24,vizio,5115,Vizio
2021-01-25,vizio,3541,Vizio
2021-01-26,vizio,3343,Vizio
2021-01-27,vizio,3224,Vizio
2021-01-28,vizio,3122,Vizio
2021-01-29,vizio,3585,Vizio
2021-01-30,vizio,5026,Vizio
2021-01-31,vizio,5251,Vizio
2021-02-01,vizio,3183,Vizio
2021-02-02,vizio,3259,Vizio
2021-02-03,vizio,2960,Vizio
2021-02-04,vizio,3170,Vizio
2021-02-05,vizio,2752,Vizio
2021-02-06,vizio,3983,Vizio
2021-02-07,vizio,3318,Vizio
2021-02-08,vizio,2542,Vizio
2021-02-09,vizio,2322,Vizio
2021-02-10,vizio,2377,Vizio
2021-02-11,vizio,2407,Vizio
2021-02-12,vizio,2549,Vizio
2021-02-13,vizio,3512,Vizio
2021-02-14,vizio,3856,Vizio
2021-02-15,vizio,3501,Vizio
2021-02-16,vizio,3691,Vizio
2021-02-17,vizio,3495,Vizio
2021-02-18,vizio,3624,Vizio
2021-02-19,vizio,3337,Vizio
2021-02-20,vizio,4257,Vizio
2021-02-21,vizio,6868,Vizio
2021-02-22,vizio,2844,Vizio
2021-02-23,vizio,2618,Vizio
2021-02-24,vizio,2577,Vizio
2021-02-25,vizio,2671,Vizio
2021-02-26,vizio,2392,Vizio
2021-02-27,vizio,3295,Vizio
2021-02-28,vizio,3487,Vizio
2021-03-01,vizio,2425,Vizio
2021-03-02,vizio,2499,Vizio
2021-03-03,vizio,2301,Vizio
2021-03-04,vizio,2283,Vizio
2021-03-05,vizio,2589,Vizio
2021-03-06,vizio,6793,Vizio
2021-03-07,vizio,3433,Vizio
2021-03-08,vizio,2650,Vizio
2021-03-09,vizio,2728,Vizio
2021-03-10,vizio,2662,Vizio
2021-03-11,vizio,2535,Vizio
2021-03-12,vizio,2411,Vizio
2021-03-13,vizio,5892,Vizio
2021-03-14,vizio,3657,Vizio
2021-03-15,vizio,2625,Vizio
2021-03-16,vizio,2765,Vizio
2021-03-17,vizio,2832,Vizio
2021-03-18,vizio,2722,Vizio
2021-03-19,vizio,2842,Vizio
2021-03-20,vizio,4006,Vizio
2021-03-21,vizio,4783,Vizio
2021-03-22,vizio,2738,Vizio
2021-03-23,vizio,2604,Vizio
2021-03-24,vizio,2588,Vizio
2021-03-25,vizio,2565,Vizio
2021-03-26,vizio,2431,Vizio
2021-03-27,vizio,3577,Vizio
2021-03-28,vizio,4267,Vizio
2021-03-29,vizio,2535,Vizio
2021-03-30,vizio,2465,Vizio
2021-03-31,vizio,3249,Vizio
2021-04-01,vizio,3595,Vizio
2021-04-02,vizio,5981,Vizio
2021-04-03,vizio,4575,Vizio
2021-04-04,vizio,4863,Vizio
2021-04-05,vizio,3840,Vizio
2021-04-06,vizio,3764,Vizio
2021-04-07,vizio,3892,Vizio
2021-04-08,vizio,3586,Vizio
2021-04-09,vizio,2973,Vizio
2021-04-10,vizio,6401,Vizio
2021-04-11,vizio,4567,Vizio
2021-04-12,vizio,2296,Vizio
2021-04-13,vizio,2212,Vizio
2021-04-14,vizio,2088,Vizio
2021-04-15,vizio,2157,Vizio
2021-04-16,vizio,2684,Vizio
2021-04-17,vizio,3173,Vizio
2021-04-18,vizio,3240,Vizio
2021-04-19,vizio,2299,Vizio
2021-04-20,vizio,2080,Vizio
2021-04-21,vizio,2089,Vizio
2021-04-22,vizio,2101,Vizio
2021-04-23,vizio,2150,Vizio
2021-04-24,vizio,2738,Vizio
2021-04-25,vizio,2997,Vizio
2021-04-26,vizio,1749,Vizio
2021-04-27,vizio,1630,Vizio
2021-04-28,vizio,2616,Vizio
2021-04-29,vizio,3360,Vizio
2021-04-30,vizio,3433,Vizio
2021-05-01,vizio,2839,Vizio
2021-05-02,vizio,2676,Vizio
2021-05-03,vizio,1834,Vizio
2021-05-04,vizio,1765,Vizio
2021-05-05,vizio,1548,Vizio
2021-05-06,vizio,1719,Vizio
2021-05-07,vizio,1814,Vizio
2021-05-08,vizio,3286,Vizio
2021-05-09,vizio,2835,Vizio
2021-05-10,vizio,1753,Vizio
2021-05-11,vizio,1814,Vizio
2021-05-12,vizio,1607,Vizio
2021-05-13,vizio,1733,Vizio
2021-05-14,vizio,1679,Vizio
2021-05-15,vizio,2280,Vizio
2021-05-16,vizio,2932,Vizio
2021-05-17,vizio,2169,Vizio
2021-05-18,vizio,2433,Vizio
2021-05-19,vizio,2308,Vizio
2021-05-20,vizio,2180,Vizio
2021-05-21,vizio,2242,Vizio
2021-05-22,vizio,3166,Vizio
2021-05-23,vizio,3337,Vizio
2021-05-24,vizio,2366,Vizio
2021-05-25,vizio,2370,Vizio
2021-05-26,vizio,2076,Vizio
2021-05-27,vizio,2284,Vizio
2021-05-28,vizio,2913,Vizio
2021-05-29,vizio,3677,Vizio
2021-05-30,vizio,4095,Vizio
2021-05-31,vizio,3792,Vizio
2021-06-01,vizio,3219,Vizio
2021-06-02,vizio,3017,Vizio
2021-06-03,vizio,3674,Vizio
2021-06-04,vizio,4656,Vizio
2021-06-05,vizio,3283,Vizio
2021-06-06,vizio,4202,Vizio
2021-06-07,vizio,2551,Vizio
2021-06-08,vizio,2245,Vizio
2021-06-09,vizio,2099,Vizio
2021-06-10,vizio,2002,Vizio
2021-06-11,vizio,2040,Vizio
2021-06-12,vizio,2369,Vizio
2021-06-13,vizio,2893,Vizio
2021-06-14,vizio,2284,Vizio
2021-06-15,vizio,2262,Vizio
2021-06-16,vizio,2148,Vizio
2021-06-17,vizio,2934,Vizio
2021-06-18,vizio,3299,Vizio
2021-06-19,vizio,3244,Vizio
2021-06-20,vizio,3860,Vizio
2021-06-21,vizio,3356,Vizio
2021-06-22,vizio,2711,Vizio
2021-06-23,vizio,2396,Vizio
2021-06-24,vizio,2627,Vizio
2021-06-25,vizio,3014,Vizio
2021-06-26,vizio,3314,Vizio
2021-06-27,vizio,3767,Vizio
2021-06-28,vizio,2879,Vizio
2021-06-29,vizio,3442,Vizio
2021-06-30,vizio,2935,Vizio
2021-07-01,vizio,3703,Vizio
2021-07-02,vizio,9492,Vizio
2021-07-03,vizio,9500,Vizio
2021-07-04,vizio,5642,Vizio
2021-07-05,vizio,6322,Vizio
2021-07-06,vizio,4794,Vizio
2021-07-07,vizio,4367,Vizio
2021-07-08,vizio,4374,Vizio
2021-07-09,vizio,4381,Vizio
2021-07-10,vizio,4682,Vizio
2021-07-11,vizio,5342,Vizio
2021-07-12,vizio,3966,Vizio
2021-07-13,vizio,3666,Vizio
2021-07-14,vizio,3416,Vizio
2021-07-15,vizio,3666,Vizio
2021-07-16,vizio,3774,Vizio
2021-07-17,vizio,4562,Vizio
2021-07-18,vizio,5373,Vizio
2021-07-19,vizio,3627,Vizio
2021-07-20,vizio,3816,Vizio
2021-07-21,vizio,3516,Vizio
2021-07-22,vizio,3555,Vizio
2021-07-23,vizio,7519,Vizio
2021-07-24,vizio,11655,Vizio
2021-07-25,vizio,15374,Vizio
2021-07-26,vizio,6761,Vizio
2021-07-27,vizio,5601,Vizio
2021-07-28,vizio,4688,Vizio
2021-07-29,vizio,4398,Vizio
2021-07-30,vizio,4057,Vizio
2021-07-31,vizio,5092,Vizio
2021-08-01,vizio,4811,Vizio
2021-08-02,vizio,3882,Vizio
2021-08-03,vizio,4467,Vizio
2021-08-04,vizio,3856,Vizio
2021-08-05,vizio,3777,Vizio
2021-08-06,vizio,3580,Vizio
2021-08-07,vizio,3816,Vizio
2021-08-08,vizio,3674,Vizio
2021-08-09,vizio,2558,Vizio
2021-08-10,vizio,2495,Vizio
2021-08-11,vizio,2467,Vizio
2021-08-12,vizio,2629,Vizio
2021-08-13,vizio,2828,Vizio
2021-08-14,vizio,3625,Vizio
2021-08-15,vizio,3342,Vizio
2021-08-16,vizio,2436,Vizio
2021-08-17,vizio,2237,Vizio
2021-08-18,vizio,2219,Vizio
