Date,Device,CNT,Owner
2021-02-26,android tv,1446,Google
2021-02-27,android tv,1852,Google
2021-02-28,android tv,2050,Google
2021-03-01,android tv,1248,Google
2021-03-02,android tv,1204,Google
2021-03-03,android tv,1127,Google
2021-03-04,android tv,1088,Google
2021-03-05,android tv,1297,Google
2021-03-06,android tv,2098,Google
2021-03-07,android tv,2127,Google
2021-03-08,android tv,1456,Google
2021-03-09,android tv,1314,Google
2021-03-10,android tv,1294,Google
2021-03-11,android tv,1262,Google
2021-03-12,android tv,1249,Google
2021-03-13,android tv,1711,Google
2021-03-14,android tv,1649,Google
2021-03-15,android tv,1202,Google
2021-03-16,android tv,1195,Google
2021-03-17,android tv,1223,Google
2021-03-18,android tv,1302,Google
2021-03-19,android tv,1232,Google
2021-03-20,android tv,1539,Google
2021-03-21,android tv,2558,Google
2021-03-22,android tv,1131,Google
2021-03-23,android tv,1103,Google
2021-03-24,android tv,1032,Google
2021-03-25,android tv,1119,Google
2021-03-26,android tv,1320,Google
2021-03-27,android tv,1751,Google
2021-03-28,android tv,1954,Google
2021-03-29,android tv,1305,Google
2021-03-30,android tv,1282,Google
2021-03-31,android tv,1245,Google
2021-04-01,android tv,1317,Google
2021-04-02,android tv,1745,Google
2021-04-03,android tv,2058,Google
2021-04-04,android tv,2407,Google
2021-04-05,android tv,1952,Google
2021-04-06,android tv,2084,Google
2021-04-07,android tv,1804,Google
2021-04-08,android tv,1863,Google
2021-04-09,android tv,1646,Google
2021-04-10,android tv,4357,Google
2021-04-11,android tv,2980,Google
2021-04-12,android tv,1208,Google
2021-04-13,android tv,1108,Google
2021-04-14,android tv,1009,Google
2021-04-15,android tv,1067,Google
2021-04-16,android tv,1093,Google
2021-04-17,android tv,1527,Google
2021-04-18,android tv,1484,Google
2021-04-19,android tv,1046,Google
2021-04-20,android tv,1030,Google
2021-04-21,android tv,1105,Google
2021-04-22,android tv,1017,Google
2021-04-23,android tv,1281,Google
2021-04-24,android tv,1701,Google
2021-04-25,android tv,1708,Google
2021-04-26,android tv,1190,Google
2021-04-27,android tv,1110,Google
2021-04-28,android tv,1164,Google
2021-04-29,android tv,1081,Google
2021-04-30,android tv,1050,Google
2021-05-01,android tv,1399,Google
2021-05-02,android tv,1294,Google
2021-05-03,android tv,1068,Google
2021-05-04,android tv,920,Google
2021-05-05,android tv,897,Google
2021-05-06,android tv,1009,Google
2021-05-07,android tv,1142,Google
2021-05-08,android tv,2349,Google
2021-05-09,android tv,1752,Google
2021-05-10,android tv,1143,Google
2021-05-11,android tv,1047,Google
2021-05-12,android tv,1003,Google
2021-05-13,android tv,899,Google
2021-05-14,android tv,963,Google
2021-05-15,android tv,1255,Google
2021-05-16,android tv,1658,Google
2021-05-17,android tv,1035,Google
2021-05-18,android tv,1112,Google
2021-05-19,android tv,925,Google
2021-05-20,android tv,904,Google
2021-05-21,android tv,982,Google
2021-05-22,android tv,1634,Google
2021-05-23,android tv,1478,Google
2021-05-24,android tv,992,Google
2021-05-25,android tv,939,Google
2021-05-26,android tv,940,Google
2021-05-27,android tv,821,Google
2021-05-28,android tv,1120,Google
2021-05-29,android tv,1483,Google
2021-05-30,android tv,1692,Google
2021-05-31,android tv,1540,Google
2021-06-01,android tv,1187,Google
2021-06-02,android tv,1254,Google
2021-06-03,android tv,1308,Google
2021-06-04,android tv,1411,Google
2021-06-05,android tv,2324,Google
2021-06-06,android tv,2099,Google
2021-06-07,android tv,1399,Google
2021-06-08,android tv,1328,Google
2021-06-09,android tv,989,Google
2021-06-10,android tv,880,Google
2021-06-11,android tv,1004,Google
2021-06-12,android tv,1269,Google
2021-06-13,android tv,1521,Google
2021-06-14,android tv,1239,Google
2021-06-15,android tv,1188,Google
2021-06-16,android tv,1184,Google
2021-06-17,android tv,2707,Google
2021-06-18,android tv,2925,Google
2021-06-19,android tv,2726,Google
2021-06-20,android tv,3057,Google
2021-06-21,android tv,1413,Google
2021-06-22,android tv,1341,Google
2021-06-23,android tv,1296,Google
2021-06-24,android tv,1491,Google
2021-06-25,android tv,1927,Google
2021-06-26,android tv,2389,Google
2021-06-27,android tv,2551,Google
2021-06-28,android tv,2053,Google
2021-06-29,android tv,1715,Google
2021-06-30,android tv,1711,Google
2021-07-01,android tv,2125,Google
2021-07-02,android tv,5102,Google
2021-07-03,android tv,5651,Google
2021-07-04,android tv,4758,Google
2021-07-05,android tv,5321,Google
2021-07-06,android tv,4036,Google
2021-07-07,android tv,3462,Google
2021-07-08,android tv,2533,Google
2021-07-09,android tv,2251,Google
2021-07-10,android tv,2490,Google
2021-07-11,android tv,2736,Google
2021-07-12,android tv,1883,Google
2021-07-13,android tv,1704,Google
2021-07-14,android tv,1684,Google
2021-07-15,android tv,2268,Google
2021-07-16,android tv,2181,Google
2021-07-17,android tv,2441,Google
2021-07-18,android tv,3436,Google
2021-07-19,android tv,2188,Google
2021-07-20,android tv,1977,Google
2021-07-21,android tv,2074,Google
2021-07-22,android tv,2364,Google
2021-07-23,android tv,6204,Google
2021-07-24,android tv,8170,Google
2021-07-25,android tv,9042,Google
2021-07-26,android tv,4873,Google
2021-07-27,android tv,4049,Google
2021-07-28,android tv,3604,Google
2021-07-29,android tv,3040,Google
2021-07-30,android tv,2523,Google
2021-07-31,android tv,3394,Google
2021-08-01,android tv,3378,Google
2021-08-02,android tv,2503,Google
2021-08-03,android tv,2914,Google
2021-08-04,android tv,2051,Google
2021-08-05,android tv,2586,Google
2021-08-06,android tv,1975,Google
2021-08-07,android tv,2378,Google
2021-08-08,android tv,2263,Google
2021-08-09,android tv,1513,Google
2021-08-10,android tv,1446,Google
2021-08-11,android tv,1472,Google
2021-08-12,android tv,1555,Google
2021-08-13,android tv,1904,Google
2021-08-14,android tv,2584,Google
2021-08-15,android tv,2246,Google
2021-08-16,android tv,1494,Google
2021-08-17,android tv,1514,Google
2021-08-18,android tv,1292,Google
2020-07-15,lg smart tv,19405,LG
2020-07-16,lg smart tv,23124,LG
2020-07-17,lg smart tv,9299,LG
2020-07-18,lg smart tv,8905,LG
2020-07-19,lg smart tv,7845,LG
2020-07-20,lg smart tv,4552,LG
2020-07-21,lg smart tv,4156,LG
2020-07-22,lg smart tv,3744,LG
2020-07-23,lg smart tv,3251,LG
2020-07-24,lg smart tv,3479,LG
2020-07-25,lg smart tv,6197,LG
2020-07-26,lg smart tv,5578,LG
2020-07-27,lg smart tv,3001,LG
2020-07-28,lg smart tv,2612,LG
2020-07-29,lg smart tv,2581,LG
2020-07-30,lg smart tv,2488,LG
2020-07-31,lg smart tv,2506,LG
2020-08-01,lg smart tv,3101,LG
2020-08-02,lg smart tv,3213,LG
2020-08-03,lg smart tv,2226,LG
2020-08-04,lg smart tv,2056,LG
2020-08-05,lg smart tv,2029,LG
2020-08-06,lg smart tv,2104,LG
2020-08-07,lg smart tv,5775,LG
2020-08-08,lg smart tv,3542,LG
2020-08-09,lg smart tv,3174,LG
2020-08-10,lg smart tv,2125,LG
2020-08-11,lg smart tv,2166,LG
2020-08-12,lg smart tv,2122,LG
2020-08-13,lg smart tv,1890,LG
2020-08-14,lg smart tv,2064,LG
2020-08-15,lg smart tv,2475,LG
2020-08-16,lg smart tv,2606,LG
2020-08-17,lg smart tv,1789,LG
2020-08-18,lg smart tv,1868,LG
2020-08-19,lg smart tv,1690,LG
2020-08-20,lg smart tv,1589,LG
2020-08-21,lg smart tv,2899,LG
2020-08-22,lg smart tv,2580,LG
2020-08-23,lg smart tv,2881,LG
2020-08-24,lg smart tv,2016,LG
2020-08-25,lg smart tv,1816,LG
2020-08-26,lg smart tv,1650,LG
2020-08-27,lg smart tv,1580,LG
2020-08-28,lg smart tv,1733,LG
2020-08-29,lg smart tv,2304,LG
2020-08-30,lg smart tv,2439,LG
2020-08-31,lg smart tv,1567,LG
2020-09-01,lg smart tv,1421,LG
2020-09-02,lg smart tv,1376,LG
2020-09-03,lg smart tv,1338,LG
2020-09-04,lg smart tv,1273,LG
2020-09-05,lg smart tv,1951,LG
2020-09-06,lg smart tv,2062,LG
2020-09-07,lg smart tv,2178,LG
2020-09-08,lg smart tv,1626,LG
2020-09-09,lg smart tv,1709,LG
2020-09-10,lg smart tv,2396,LG
2020-09-11,lg smart tv,1605,LG
2020-09-12,lg smart tv,2985,LG
2020-09-13,lg smart tv,3926,LG
2020-09-14,lg smart tv,2002,LG
2020-09-15,lg smart tv,1792,LG
2020-09-16,lg smart tv,1751,LG
2020-09-17,lg smart tv,4633,LG
2020-09-18,lg smart tv,2381,LG
2020-09-19,lg smart tv,4165,LG
2020-09-20,lg smart tv,3798,LG
2020-09-21,lg smart tv,1644,LG
2020-09-22,lg smart tv,1572,LG
2020-09-23,lg smart tv,1445,LG
2020-09-24,lg smart tv,1505,LG
2020-09-25,lg smart tv,1544,LG
2020-09-26,lg smart tv,2139,LG
2020-09-27,lg smart tv,2421,LG
2020-09-28,lg smart tv,1803,LG
2020-09-29,lg smart tv,1495,LG
2020-09-30,lg smart tv,1258,LG
2020-10-01,lg smart tv,1559,LG
2020-10-02,lg smart tv,1468,LG
2020-10-03,lg smart tv,2162,LG
2020-10-04,lg smart tv,2529,LG
2020-10-05,lg smart tv,1378,LG
2020-10-06,lg smart tv,1466,LG
2020-10-07,lg smart tv,1277,LG
2020-10-08,lg smart tv,1253,LG
2020-10-09,lg smart tv,1410,LG
2020-10-10,lg smart tv,1852,LG
2020-10-11,lg smart tv,2164,LG
2020-10-12,lg smart tv,1548,LG
2020-10-13,lg smart tv,1270,LG
2020-10-14,lg smart tv,1217,LG
2020-10-15,lg smart tv,1158,LG
2020-10-16,lg smart tv,1448,LG
2020-10-17,lg smart tv,4027,LG
2020-10-18,lg smart tv,2201,LG
2020-10-19,lg smart tv,1329,LG
2020-10-20,lg smart tv,1318,LG
2020-10-21,lg smart tv,1143,LG
2020-10-22,lg smart tv,1382,LG
2020-10-23,lg smart tv,1376,LG
2020-10-24,lg smart tv,2008,LG
2020-10-25,lg smart tv,2138,LG
2020-10-26,lg smart tv,1586,LG
2020-10-27,lg smart tv,1385,LG
2020-10-28,lg smart tv,1459,LG
2020-10-29,lg smart tv,1441,LG
2020-10-30,lg smart tv,1712,LG
2020-10-31,lg smart tv,1945,LG
2020-11-01,lg smart tv,2729,LG
2020-11-02,lg smart tv,1425,LG
2020-11-03,lg smart tv,2215,LG
2020-11-04,lg smart tv,1212,LG
2020-11-05,lg smart tv,878,LG
2020-11-06,lg smart tv,1186,LG
2020-11-07,lg smart tv,1952,LG
2020-11-08,lg smart tv,2516,LG
2020-11-09,lg smart tv,1318,LG
2020-11-10,lg smart tv,1330,LG
2020-11-11,lg smart tv,1465,LG
2020-11-12,lg smart tv,1274,LG
2020-11-13,lg smart tv,1258,LG
2020-11-14,lg smart tv,1779,LG
2020-11-15,lg smart tv,1921,LG
2020-11-16,lg smart tv,1012,LG
2020-11-17,lg smart tv,1208,LG
2020-11-18,lg smart tv,1193,LG
2020-11-19,lg smart tv,1192,LG
2020-11-20,lg smart tv,1259,LG
2020-11-21,lg smart tv,2061,LG
2020-11-22,lg smart tv,4015,LG
2020-11-23,lg smart tv,1688,LG
2020-11-24,lg smart tv,1524,LG
2020-11-25,lg smart tv,3130,LG
2020-11-26,lg smart tv,3244,LG
2020-11-27,lg smart tv,2559,LG
2020-11-28,lg smart tv,2824,LG
2020-11-29,lg smart tv,2626,LG
2020-11-30,lg smart tv,1791,LG
2020-12-01,lg smart tv,1746,LG
2020-12-02,lg smart tv,2001,LG
2020-12-03,lg smart tv,1715,LG
2020-12-04,lg smart tv,1786,LG
2020-12-05,lg smart tv,2453,LG
2020-12-06,lg smart tv,2983,LG
2020-12-07,lg smart tv,1652,LG
2020-12-08,lg smart tv,1571,LG
2020-12-09,lg smart tv,1591,LG
2020-12-10,lg smart tv,1664,LG
2020-12-11,lg smart tv,1930,LG
2020-12-12,lg smart tv,2910,LG
2020-12-13,lg smart tv,2859,LG
2020-12-14,lg smart tv,1718,LG
2020-12-15,lg smart tv,1574,LG
2020-12-16,lg smart tv,1571,LG
2020-12-17,lg smart tv,1440,LG
2020-12-18,lg smart tv,1613,LG
2020-12-19,lg smart tv,2405,LG
2020-12-20,lg smart tv,2227,LG
2020-12-21,lg smart tv,1359,LG
2020-12-22,lg smart tv,1318,LG
2020-12-23,lg smart tv,1339,LG
2020-12-24,lg smart tv,1661,LG
2020-12-25,lg smart tv,2116,LG
2020-12-26,lg smart tv,2300,LG
2020-12-27,lg smart tv,2605,LG
2020-12-28,lg smart tv,2017,LG
2020-12-29,lg smart tv,1912,LG
2020-12-30,lg smart tv,1967,LG
2020-12-31,lg smart tv,2082,LG
2021-01-01,lg smart tv,5046,LG
2021-01-02,lg smart tv,3733,LG
2021-01-03,lg smart tv,3328,LG
2021-01-04,lg smart tv,2293,LG
2021-01-05,lg smart tv,1804,LG
2021-01-06,lg smart tv,1663,LG
2021-01-07,lg smart tv,1665,LG
2021-01-08,lg smart tv,1677,LG
2021-01-09,lg smart tv,2462,LG
2021-01-10,lg smart tv,3431,LG
2021-01-11,lg smart tv,1409,LG
2021-01-12,lg smart tv,1415,LG
2021-01-13,lg smart tv,1423,LG
2021-01-14,lg smart tv,1374,LG
2021-01-15,lg smart tv,1505,LG
2021-01-16,lg smart tv,2580,LG
2021-01-17,lg smart tv,3174,LG
2021-01-18,lg smart tv,1608,LG
2021-01-19,lg smart tv,1610,LG
2021-01-20,lg smart tv,1196,LG
2021-01-21,lg smart tv,1143,LG
2021-01-22,lg smart tv,1253,LG
2021-01-23,lg smart tv,2010,LG
2021-01-24,lg smart tv,1759,LG
2021-01-25,lg smart tv,1260,LG
2021-01-26,lg smart tv,1243,LG
2021-01-27,lg smart tv,1204,LG
2021-01-28,lg smart tv,1192,LG
2021-01-29,lg smart tv,1328,LG
2021-01-30,lg smart tv,2133,LG
2021-01-31,lg smart tv,2338,LG
2021-02-01,lg smart tv,1564,LG
2021-02-02,lg smart tv,1571,LG
2021-02-03,lg smart tv,1308,LG
2021-02-04,lg smart tv,1405,LG
2021-02-05,lg smart tv,1310,LG
2021-02-06,lg smart tv,2055,LG
2021-02-07,lg smart tv,2006,LG
2021-02-08,lg smart tv,1222,LG
2021-02-09,lg smart tv,1031,LG
2021-02-10,lg smart tv,1064,LG
2021-02-11,lg smart tv,1143,LG
2021-02-12,lg smart tv,1211,LG
2021-02-13,lg smart tv,1911,LG
2021-02-14,lg smart tv,2154,LG
2021-02-15,lg smart tv,1624,LG
2021-02-16,lg smart tv,1245,LG
2021-02-17,lg smart tv,1171,LG
2021-02-18,lg smart tv,1228,LG
2021-02-19,lg smart tv,1375,LG
2021-02-20,lg smart tv,1749,LG
2021-02-21,lg smart tv,1993,LG
2021-02-22,lg smart tv,1087,LG
2021-02-23,lg smart tv,1077,LG
2021-02-24,lg smart tv,1049,LG
2021-02-25,lg smart tv,1070,LG
2021-02-26,lg smart tv,1187,LG
2021-02-27,lg smart tv,1698,LG
2021-02-28,lg smart tv,1912,LG
2021-03-01,lg smart tv,1168,LG
2021-03-02,lg smart tv,1234,LG
2021-03-03,lg smart tv,1150,LG
2021-03-04,lg smart tv,1214,LG
2021-03-05,lg smart tv,1091,LG
2021-03-06,lg smart tv,1563,LG
2021-03-07,lg smart tv,1660,LG
2021-03-08,lg smart tv,1072,LG
2021-03-09,lg smart tv,923,LG
2021-03-10,lg smart tv,967,LG
2021-03-11,lg smart tv,913,LG
2021-03-12,lg smart tv,1008,LG
2021-03-13,lg smart tv,1413,LG
2021-03-14,lg smart tv,1484,LG
2021-03-15,lg smart tv,1249,LG
2021-03-16,lg smart tv,1157,LG
2021-03-17,lg smart tv,1178,LG
2021-03-18,lg smart tv,1162,LG
2021-03-19,lg smart tv,1214,LG
2021-03-20,lg smart tv,1686,LG
2021-03-21,lg smart tv,2591,LG
2021-03-22,lg smart tv,1206,LG
2021-03-23,lg smart tv,1134,LG
2021-03-24,lg smart tv,1164,LG
2021-03-25,lg smart tv,1154,LG
2021-03-26,lg smart tv,1161,LG
2021-03-27,lg smart tv,1532,LG
2021-03-28,lg smart tv,1913,LG
2021-03-29,lg smart tv,1201,LG
2021-03-30,lg smart tv,1169,LG
2021-03-31,lg smart tv,1118,LG
2021-04-01,lg smart tv,1317,LG
2021-04-02,lg smart tv,1589,LG
2021-04-03,lg smart tv,1560,LG
2021-04-04,lg smart tv,1912,LG
2021-04-05,lg smart tv,1307,LG
2021-04-06,lg smart tv,1407,LG
2021-04-07,lg smart tv,1302,LG
2021-04-08,lg smart tv,1433,LG
2021-04-09,lg smart tv,1450,LG
2021-04-10,lg smart tv,4697,LG
2021-04-11,lg smart tv,3086,LG
2021-04-12,lg smart tv,1147,LG
2021-04-13,lg smart tv,1007,LG
2021-04-14,lg smart tv,965,LG
2021-04-15,lg smart tv,963,LG
2021-04-16,lg smart tv,1029,LG
2021-04-17,lg smart tv,1413,LG
2021-04-18,lg smart tv,1427,LG
2021-04-19,lg smart tv,1041,LG
2021-04-20,lg smart tv,994,LG
2021-04-21,lg smart tv,1065,LG
2021-04-22,lg smart tv,1068,LG
2021-04-23,lg smart tv,1090,LG
2021-04-24,lg smart tv,1561,LG
2021-04-25,lg smart tv,1693,LG
2021-04-26,lg smart tv,1111,LG
2021-04-27,lg smart tv,1038,LG
2021-04-28,lg smart tv,987,LG
2021-04-29,lg smart tv,980,LG
2021-04-30,lg smart tv,1012,LG
2021-05-01,lg smart tv,1620,LG
2021-05-02,lg smart tv,1283,LG
2021-05-03,lg smart tv,1050,LG
2021-05-04,lg smart tv,976,LG
2021-05-05,lg smart tv,915,LG
2021-05-06,lg smart tv,1042,LG
2021-05-07,lg smart tv,1091,LG
2021-05-08,lg smart tv,2343,LG
2021-05-09,lg smart tv,1671,LG
2021-05-10,lg smart tv,1096,LG
2021-05-11,lg smart tv,1036,LG
2021-05-12,lg smart tv,961,LG
2021-05-13,lg smart tv,876,LG
2021-05-14,lg smart tv,965,LG
2021-05-15,lg smart tv,1404,LG
2021-05-16,lg smart tv,1862,LG
2021-05-17,lg smart tv,1192,LG
2021-05-18,lg smart tv,1236,LG
2021-05-19,lg smart tv,1094,LG
2021-05-20,lg smart tv,1016,LG
2021-05-21,lg smart tv,1082,LG
2021-05-22,lg smart tv,1742,LG
2021-05-23,lg smart tv,1661,LG
2021-05-24,lg smart tv,1089,LG
2021-05-25,lg smart tv,1006,LG
2021-05-26,lg smart tv,977,LG
2021-05-27,lg smart tv,981,LG
2021-05-28,lg smart tv,1123,LG
2021-05-29,lg smart tv,1591,LG
2021-05-30,lg smart tv,1658,LG
2021-05-31,lg smart tv,1379,LG
2021-06-01,lg smart tv,1067,LG
2021-06-02,lg smart tv,1016,LG
2021-06-03,lg smart tv,1122,LG
2021-06-04,lg smart tv,1243,LG
2021-06-05,lg smart tv,1776,LG
2021-06-06,lg smart tv,1609,LG
2021-06-07,lg smart tv,1171,LG
2021-06-08,lg smart tv,1053,LG
2021-06-09,lg smart tv,968,LG
2021-06-10,lg smart tv,937,LG
2021-06-11,lg smart tv,1000,LG
2021-06-12,lg smart tv,1195,LG
2021-06-13,lg smart tv,1471,LG
2021-06-14,lg smart tv,1075,LG
2021-06-15,lg smart tv,1125,LG
2021-06-16,lg smart tv,1023,LG
2021-06-17,lg smart tv,2357,LG
2021-06-18,lg smart tv,3189,LG
2021-06-19,lg smart tv,2343,LG
2021-06-20,lg smart tv,2669,LG
2021-06-21,lg smart tv,1315,LG
2021-06-22,lg smart tv,1197,LG
2021-06-23,lg smart tv,1188,LG
2021-06-24,lg smart tv,1355,LG
2021-06-25,lg smart tv,1540,LG
2021-06-26,lg smart tv,1895,LG
2021-06-27,lg smart tv,2149,LG
2021-06-28,lg smart tv,1604,LG
2021-06-29,lg smart tv,1345,LG
2021-06-30,lg smart tv,1310,LG
2021-07-01,lg smart tv,1659,LG
2021-07-02,lg smart tv,3511,LG
2021-07-03,lg smart tv,3918,LG
2021-07-04,lg smart tv,2808,LG
2021-07-05,lg smart tv,3482,LG
2021-07-06,lg smart tv,2254,LG
2021-07-07,lg smart tv,2023,LG
2021-07-08,lg smart tv,1812,LG
2021-07-09,lg smart tv,1789,LG
2021-07-10,lg smart tv,2080,LG
2021-07-11,lg smart tv,2315,LG
2021-07-12,lg smart tv,1628,LG
2021-07-13,lg smart tv,1555,LG
2021-07-14,lg smart tv,1512,LG
2021-07-15,lg smart tv,1888,LG
2021-07-16,lg smart tv,1869,LG
2021-07-17,lg smart tv,2211,LG
2021-07-18,lg smart tv,2923,LG
2021-07-19,lg smart tv,1791,LG
2021-07-20,lg smart tv,1782,LG
2021-07-21,lg smart tv,1874,LG
2021-07-22,lg smart tv,2268,LG
2021-07-23,lg smart tv,6584,LG
2021-07-24,lg smart tv,8532,LG
2021-07-25,lg smart tv,9741,LG
2021-07-26,lg smart tv,5042,LG
2021-07-27,lg smart tv,4463,LG
2021-07-28,lg smart tv,3120,LG
2021-07-29,lg smart tv,2563,LG
2021-07-30,lg smart tv,2256,LG
2021-07-31,lg smart tv,3087,LG
2021-08-01,lg smart tv,3185,LG
2021-08-02,lg smart tv,2339,LG
2021-08-03,lg smart tv,2614,LG
2021-08-04,lg smart tv,1844,LG
2021-08-05,lg smart tv,2107,LG
2021-08-06,lg smart tv,1818,LG
2021-08-07,lg smart tv,1941,LG
2021-08-08,lg smart tv,1931,LG
2021-08-09,lg smart tv,1225,LG
2021-08-10,lg smart tv,1206,LG
2021-08-11,lg smart tv,1193,LG
2021-08-12,lg smart tv,1208,LG
2021-08-13,lg smart tv,1461,LG
2021-08-14,lg smart tv,1931,LG
2021-08-15,lg smart tv,1712,LG
2021-08-16,lg smart tv,1115,LG
2021-08-17,lg smart tv,1123,LG
2021-08-18,lg smart tv,968,LG
2020-07-15,xbox one,25150,Microsoft
2020-07-16,xbox one,8372,Microsoft
2020-07-17,xbox one,5673,Microsoft
2020-07-18,xbox one,5436,Microsoft
2020-07-19,xbox one,5314,Microsoft
2020-07-20,xbox one,3796,Microsoft
2020-07-21,xbox one,3188,Microsoft
2020-07-22,xbox one,2877,Microsoft
2020-07-23,xbox one,2290,Microsoft
2020-07-24,xbox one,2805,Microsoft
2020-07-25,xbox one,3640,Microsoft
2020-07-26,xbox one,4772,Microsoft
2020-07-27,xbox one,2802,Microsoft
2020-07-28,xbox one,2460,Microsoft
2020-07-29,xbox one,2284,Microsoft
2020-07-30,xbox one,2249,Microsoft
2020-07-31,xbox one,1996,Microsoft
2020-08-01,xbox one,2435,Microsoft
2020-08-02,xbox one,2497,Microsoft
2020-08-03,xbox one,1892,Microsoft
2020-08-04,xbox one,2099,Microsoft
2020-08-05,xbox one,2064,Microsoft
2020-08-06,xbox one,2061,Microsoft
2020-08-07,xbox one,1801,Microsoft
2020-08-08,xbox one,2164,Microsoft
2020-08-09,xbox one,2518,Microsoft
2020-08-10,xbox one,2160,Microsoft
2020-08-11,xbox one,1829,Microsoft
2020-08-12,xbox one,1905,Microsoft
2020-08-13,xbox one,1720,Microsoft
2020-08-14,xbox one,1290,Microsoft
2020-08-15,xbox one,1454,Microsoft
2020-08-16,xbox one,2092,Microsoft
2020-08-17,xbox one,1770,Microsoft
2020-08-18,xbox one,1711,Microsoft
2020-08-19,xbox one,1680,Microsoft
2020-08-20,xbox one,1719,Microsoft
2020-08-21,xbox one,1418,Microsoft
2020-08-22,xbox one,1662,Microsoft
2020-08-23,xbox one,1910,Microsoft
2020-08-24,xbox one,1554,Microsoft
2020-08-25,xbox one,1379,Microsoft
2020-08-26,xbox one,1338,Microsoft
2020-08-27,xbox one,1336,Microsoft
2020-08-28,xbox one,1526,Microsoft
2020-08-29,xbox one,1927,Microsoft
2020-08-30,xbox one,2036,Microsoft
2020-08-31,xbox one,1519,Microsoft
2020-09-01,xbox one,1310,Microsoft
2020-09-02,xbox one,1247,Microsoft
2020-09-03,xbox one,1347,Microsoft
2020-09-04,xbox one,1094,Microsoft
2020-09-05,xbox one,1281,Microsoft
2020-09-06,xbox one,1530,Microsoft
2020-09-07,xbox one,1673,Microsoft
2020-09-08,xbox one,1294,Microsoft
2020-09-09,xbox one,1353,Microsoft
2020-09-10,xbox one,1722,Microsoft
2020-09-11,xbox one,1301,Microsoft
2020-09-12,xbox one,2820,Microsoft
2020-09-13,xbox one,3843,Microsoft
2020-09-14,xbox one,2728,Microsoft
2020-09-15,xbox one,1562,Microsoft
2020-09-16,xbox one,1627,Microsoft
2020-09-17,xbox one,3099,Microsoft
2020-09-18,xbox one,1802,Microsoft
2020-09-19,xbox one,4116,Microsoft
2020-09-20,xbox one,4065,Microsoft
2020-09-21,xbox one,1413,Microsoft
2020-09-22,xbox one,1336,Microsoft
2020-09-23,xbox one,1111,Microsoft
2020-09-24,xbox one,1198,Microsoft
2020-09-25,xbox one,1096,Microsoft
2020-09-26,xbox one,1552,Microsoft
2020-09-27,xbox one,1886,Microsoft
2020-09-28,xbox one,1887,Microsoft
2020-09-29,xbox one,1194,Microsoft
2020-09-30,xbox one,931,Microsoft
2020-10-01,xbox one,1425,Microsoft
2020-10-02,xbox one,1489,Microsoft
2020-10-03,xbox one,1934,Microsoft
2020-10-04,xbox one,2336,Microsoft
2020-10-05,xbox one,1576,Microsoft
2020-10-06,xbox one,1433,Microsoft
2020-10-07,xbox one,1450,Microsoft
2020-10-08,xbox one,1430,Microsoft
2020-10-09,xbox one,1387,Microsoft
2020-10-10,xbox one,1736,Microsoft
2020-10-11,xbox one,2127,Microsoft
2020-10-12,xbox one,1709,Microsoft
2020-10-13,xbox one,1376,Microsoft
2020-10-14,xbox one,1156,Microsoft
2020-10-15,xbox one,2141,Microsoft
2020-10-16,xbox one,1818,Microsoft
2020-10-17,xbox one,2249,Microsoft
2020-10-18,xbox one,3082,Microsoft
2020-10-19,xbox one,2951,Microsoft
2020-10-20,xbox one,2234,Microsoft
2020-10-21,xbox one,1726,Microsoft
2020-10-22,xbox one,1395,Microsoft
2020-10-23,xbox one,1319,Microsoft
2020-10-24,xbox one,1814,Microsoft
2020-10-25,xbox one,2154,Microsoft
2020-10-26,xbox one,1533,Microsoft
2020-10-27,xbox one,1355,Microsoft
2020-10-28,xbox one,1381,Microsoft
2020-10-29,xbox one,1302,Microsoft
2020-10-30,xbox one,1733,Microsoft
2020-10-31,xbox one,1901,Microsoft
2020-11-01,xbox one,3041,Microsoft
2020-11-02,xbox one,1414,Microsoft
2020-11-03,xbox one,1380,Microsoft
2020-11-04,xbox one,1083,Microsoft
2020-11-05,xbox one,854,Microsoft
2020-11-06,xbox one,1255,Microsoft
2020-11-07,xbox one,1347,Microsoft
2020-11-08,xbox one,1874,Microsoft
2020-11-09,xbox one,910,Microsoft
2020-11-10,xbox one,870,Microsoft
2020-11-11,xbox one,976,Microsoft
2020-11-12,xbox one,835,Microsoft
2020-11-13,xbox one,751,Microsoft
2020-11-14,xbox one,967,Microsoft
2020-11-15,xbox one,1188,Microsoft
2020-11-16,xbox one,907,Microsoft
2020-11-17,xbox one,786,Microsoft
2020-11-18,xbox one,1066,Microsoft
2020-11-19,xbox one,903,Microsoft
2020-11-20,xbox one,894,Microsoft
2020-11-21,xbox one,1516,Microsoft
2020-11-22,xbox one,1711,Microsoft
2020-11-23,xbox one,1141,Microsoft
2020-11-24,xbox one,1117,Microsoft
2020-11-25,xbox one,1460,Microsoft
2020-11-26,xbox one,2083,Microsoft
2020-11-27,xbox one,1468,Microsoft
2020-11-28,xbox one,1508,Microsoft
2020-11-29,xbox one,1550,Microsoft
2020-11-30,xbox one,1195,Microsoft
2020-12-01,xbox one,1197,Microsoft
2020-12-02,xbox one,1144,Microsoft
2020-12-03,xbox one,1205,Microsoft
2020-12-04,xbox one,1279,Microsoft
2020-12-05,xbox one,1581,Microsoft
2020-12-06,xbox one,1978,Microsoft
2020-12-07,xbox one,1241,Microsoft
