Date,Device,CNT
4/27/2021,android tv,1110
4/27/2021,apple tv,1086
4/27/2021,cox,431
4/27/2021,ios mobile,14044
4/27/2021,lg smart tv,1038
4/27/2021,ps4,1677
4/27/2021,roku,11683
4/27/2021,samsung tv,69
4/27/2021,unknown,8091
4/27/2021,vizio,1630
4/27/2021,web,8196
4/27/2021,xbox one,743
4/27/2021,xfinity,7261
4/28/2021,amazon fire tablet,147
4/28/2021,amazon fire tv,464
4/28/2021,android mobile,8979
4/28/2021,android tv,1164
4/28/2021,apple tv,1057
4/28/2021,chromecast receiver app,2
4/28/2021,cox,401
4/28/2021,ios mobile,13906
4/28/2021,lg smart tv,987
4/28/2021,ps4,1712
4/28/2021,roku,11017
4/28/2021,samsung tv,55
4/28/2021,unknown,5734
4/28/2021,vizio,2616
4/28/2021,web,8171
4/28/2021,xbox one,795
4/28/2021,xfinity,7327
4/29/2021,amazon fire tablet,153
4/29/2021,amazon fire tv,445
4/29/2021,android mobile,9405
4/29/2021,android tv,1081
4/29/2021,apple tv,1065
4/29/2021,chromecast receiver app,2
4/29/2021,cox,391
4/29/2021,ios mobile,14984
4/29/2021,lg smart tv,980
4/29/2021,ps4,1178
4/29/2021,roku,11681
4/29/2021,samsung tv,59
4/29/2021,unknown,5479
4/29/2021,vizio,3360
4/29/2021,web,8821
4/29/2021,xbox one,1182
4/29/2021,xfinity,7024
4/30/2021,amazon fire tablet,136
4/30/2021,amazon fire tv,500
4/30/2021,android mobile,9499
4/30/2021,android tv,1050
4/30/2021,apple tv,1268
4/30/2021,chromecast receiver app,4
4/30/2021,cox,430
4/30/2021,ios mobile,14996
4/30/2021,lg smart tv,1012
4/30/2021,ps4,1045
4/30/2021,roku,12714
4/30/2021,samsung tv,74
4/30/2021,unknown,4996
4/30/2021,vizio,3433
4/30/2021,web,8778
4/30/2021,xbox one,1081
4/30/2021,xfinity,7587
5/1/2021,amazon fire tablet,197
5/1/2021,amazon fire tv,755
5/1/2021,android mobile,11636
5/1/2021,android tv,1399
5/1/2021,apple tv,1826
5/1/2021,cox,594
5/1/2021,ios mobile,20389
5/1/2021,lg smart tv,1620
5/1/2021,ps4,1334
5/1/2021,roku,15568
5/1/2021,samsung tv,133
5/1/2021,unknown,5498
5/1/2021,vizio,2839
5/1/2021,web,10259
5/1/2021,xbox one,1249
5/1/2021,xfinity,10054
5/2/2021,amazon fire tablet,162
5/2/2021,amazon fire tv,660
5/2/2021,android mobile,10748
5/2/2021,android tv,1294
5/2/2021,apple tv,1614
5/2/2021,chromecast receiver app,3
5/2/2021,cox,626
5/2/2021,ios mobile,17777
5/2/2021,lg smart tv,1283
5/2/2021,ps4,1352
5/2/2021,roku,16699
5/2/2021,samsung tv,99
5/2/2021,unknown,5070
5/2/2021,vizio,2676
5/2/2021,web,8681
5/2/2021,xbox one,1413
5/2/2021,xfinity,9524
5/3/2021,amazon fire tablet,132
5/3/2021,amazon fire tv,520
5/3/2021,android mobile,8848
5/3/2021,android tv,1068
5/3/2021,apple tv,1127
5/3/2021,chromecast receiver app,2
5/3/2021,cox,438
5/3/2021,ios mobile,15681
5/3/2021,lg smart tv,1050
5/3/2021,ps4,1092
5/3/2021,roku,12197
5/3/2021,samsung tv,83
5/3/2021,unknown,5961
5/3/2021,vizio,1834
5/3/2021,web,9160
5/3/2021,xbox one,1042
5/3/2021,xfinity,7111
5/4/2021,amazon fire tablet,124
5/4/2021,amazon fire tv,416
5/4/2021,android mobile,8356
5/4/2021,android tv,920
5/4/2021,apple tv,1023
5/4/2021,chromecast receiver app,2
5/4/2021,cox,418
5/4/2021,ios mobile,14347
5/4/2021,lg smart tv,976
5/4/2021,ps4,976
5/4/2021,roku,10975
5/4/2021,samsung tv,71
5/4/2021,unknown,5277
5/4/2021,vizio,1765
5/4/2021,web,8117
5/4/2021,xbox one,884
5/4/2021,xfinity,8152
5/5/2021,amazon fire tablet,137
5/5/2021,amazon fire tv,420
5/5/2021,android mobile,7972
5/5/2021,android tv,897
5/5/2021,apple tv,1004
5/5/2021,chromecast receiver app,1
5/5/2021,cox,389
5/5/2021,ios mobile,13411
5/5/2021,lg smart tv,915
5/5/2021,ps4,925
5/5/2021,roku,10174
5/5/2021,samsung tv,55
5/5/2021,unknown,5117
5/5/2021,vizio,1548
5/5/2021,web,8121
5/5/2021,windows phone,1
5/5/2021,xbox one,780
5/5/2021,xfinity,7535
5/6/2021,amazon fire tablet,134
5/6/2021,amazon fire tv,543
5/6/2021,android mobile,8132
5/6/2021,android tv,1009
5/6/2021,apple tv,1466
5/6/2021,chromecast receiver app,19
5/6/2021,cox,459
5/6/2021,ios mobile,14566
5/6/2021,lg smart tv,1042
5/6/2021,ps4,1612
5/6/2021,roku,10857
5/6/2021,samsung tv,67
5/6/2021,unknown,6116
5/6/2021,vizio,1719
5/6/2021,web,9014
5/6/2021,xbox one,804
5/6/2021,xfinity,8090
5/7/2021,amazon fire tablet,133
5/7/2021,amazon fire tv,535
5/7/2021,android mobile,9517
5/7/2021,android tv,1142
5/7/2021,apple tv,1448
5/7/2021,chromecast receiver app,4
5/7/2021,cox,538
5/7/2021,ios mobile,15588
5/7/2021,lg smart tv,1091
5/7/2021,ps4,1687
5/7/2021,roku,11942
5/7/2021,samsung tv,74
5/7/2021,unknown,5828
5/7/2021,vizio,1814
5/7/2021,web,9585
5/7/2021,xbox one,755
5/7/2021,xfinity,7981
5/8/2021,amazon fire tablet,192
5/8/2021,amazon fire tv,856
5/8/2021,android mobile,23553
5/8/2021,android tv,2349
5/8/2021,apple tv,2971
5/8/2021,chromecast receiver app,8
5/8/2021,cox,714
5/8/2021,ios mobile,38862
5/8/2021,lg smart tv,2343
5/8/2021,ps4,3167
5/8/2021,roku,19591
5/8/2021,samsung tv,115
5/8/2021,unknown,17445
5/8/2021,vizio,3286
5/8/2021,web,37432
5/8/2021,xbox one,1972
5/8/2021,xfinity,12434
5/9/2021,amazon fire tablet,164
5/9/2021,amazon fire tv,757
5/9/2021,android mobile,12749
5/9/2021,android tv,1752
5/9/2021,apple tv,2300
5/9/2021,chromecast receiver app,3
5/9/2021,cox,912
5/9/2021,ios mobile,23743
5/9/2021,lg smart tv,1671
5/9/2021,ps4,2371
5/9/2021,roku,18199
5/9/2021,samsung tv,150
5/9/2021,unknown,8025
5/9/2021,vizio,2835
5/9/2021,web,12835
5/9/2021,xbox one,1388
5/9/2021,xfinity,12826
5/10/2021,amazon fire tablet,124
5/10/2021,amazon fire tv,547
5/10/2021,android mobile,9488
5/10/2021,android tv,1143
5/10/2021,apple tv,1293
5/10/2021,chromecast receiver app,3
5/10/2021,cox,579
5/10/2021,ios mobile,15647
5/10/2021,lg smart tv,1096
5/10/2021,ps4,1669
5/10/2021,roku,12425
5/10/2021,samsung tv,96
5/10/2021,unknown,32435
5/10/2021,vizio,1753
5/10/2021,web,9350
5/10/2021,xbox one,980
5/10/2021,xfinity,7355
5/11/2021,amazon fire tablet,114
5/11/2021,amazon fire tv,509
5/11/2021,android mobile,9028
5/11/2021,android tv,1047
5/11/2021,apple tv,1094
5/11/2021,chromecast receiver app,1
5/11/2021,cox,541
5/11/2021,ios mobile,14552
5/11/2021,lg smart tv,1036
5/11/2021,ps4,1667
5/11/2021,roku,13565
5/11/2021,samsung tv,79
5/11/2021,unknown,11184
5/11/2021,vizio,1814
5/11/2021,web,8539
5/11/2021,xbox one,974
5/11/2021,xfinity,7109
5/12/2021,amazon fire tablet,110
5/12/2021,amazon fire tv,468
5/12/2021,android mobile,8308
5/12/2021,android tv,1003
5/12/2021,apple tv,1079
5/12/2021,cox,534
5/12/2021,ios mobile,14033
5/12/2021,lg smart tv,961
5/12/2021,ps4,1596
5/12/2021,roku,12847
5/12/2021,samsung tv,45
5/12/2021,unknown,5955
5/12/2021,vizio,1607
5/12/2021,web,7931
5/12/2021,xbox one,908
5/12/2021,xfinity,7171
5/13/2021,amazon fire tablet,138
5/13/2021,amazon fire tv,464
5/13/2021,android mobile,8912
5/13/2021,android tv,899
5/13/2021,apple tv,1049
5/13/2021,chromecast receiver app,3
5/13/2021,cox,478
5/13/2021,ios mobile,15028
5/13/2021,lg smart tv,876
5/13/2021,ps4,1247
5/13/2021,roku,13033
5/13/2021,samsung tv,78
5/13/2021,unknown,5904
5/13/2021,vizio,1733
5/13/2021,web,8262
5/13/2021,xbox one,783
5/13/2021,xfinity,6782
5/14/2021,amazon fire tablet,151
5/14/2021,amazon fire tv,454
5/14/2021,android mobile,10091
5/14/2021,android tv,963
5/14/2021,apple tv,1099
5/14/2021,chromecast receiver app,3
5/14/2021,cox,522
5/14/2021,ios mobile,16816
5/14/2021,lg smart tv,965
5/14/2021,ps4,1023
5/14/2021,roku,14417
5/14/2021,samsung tv,94
5/14/2021,unknown,5823
5/14/2021,vizio,1679
5/14/2021,web,9453
5/14/2021,xbox one,875
5/14/2021,xfinity,7896
5/15/2021,amazon fire tablet,176
5/15/2021,amazon fire tv,611
5/15/2021,android mobile,11255
5/15/2021,android tv,1255
5/15/2021,apple tv,1585
5/15/2021,chromecast receiver app,4
5/15/2021,cox,673
5/15/2021,ios mobile,18462
5/15/2021,lg smart tv,1404
5/15/2021,ps4,1275
5/15/2021,roku,16746
5/15/2021,samsung tv,125
5/15/2021,unknown,5475
5/15/2021,vizio,2280
5/15/2021,web,9079
5/15/2021,xbox one,1063
5/15/2021,xfinity,10993
5/16/2021,amazon fire tablet,224
5/16/2021,amazon fire tv,983
5/16/2021,android mobile,18909
5/16/2021,android tv,1658
5/16/2021,apple tv,1891
5/16/2021,chromecast receiver app,3
5/16/2021,cox,738
5/16/2021,ios mobile,30742
5/16/2021,lg smart tv,1862
5/16/2021,ps4,3598
5/16/2021,roku,20532
5/16/2021,samsung tv,203
5/16/2021,unknown,7490
5/16/2021,vizio,2932
5/16/2021,web,12382
5/16/2021,xbox one,2194
5/16/2021,xfinity,11537
5/17/2021,amazon fire tablet,174
5/17/2021,amazon fire tv,611
5/17/2021,android mobile,11361
5/17/2021,android tv,1035
5/17/2021,apple tv,1343
5/17/2021,chromecast receiver app,4
5/17/2021,cox,474
5/17/2021,ios mobile,21183
5/17/2021,lg smart tv,1192
5/17/2021,ps4,1428
5/17/2021,roku,13174
5/17/2021,samsung tv,109
5/17/2021,unknown,21649
5/17/2021,vizio,2169
5/17/2021,web,11292
5/17/2021,xbox one,1178
5/17/2021,xfinity,7478
5/18/2021,amazon fire tablet,170
5/18/2021,amazon fire tv,594
5/18/2021,android mobile,11686
5/18/2021,android tv,1112
5/18/2021,apple tv,1367
5/18/2021,chromecast receiver app,6
5/18/2021,cox,467
5/18/2021,ios mobile,21159
5/18/2021,lg smart tv,1236
5/18/2021,ps4,1224
5/18/2021,roku,15080
5/18/2021,samsung tv,128
5/18/2021,unknown,9376
5/18/2021,vizio,2433
5/18/2021,web,14235
5/18/2021,xbox one,1135
5/18/2021,xfinity,8007
5/19/2021,amazon fire tablet,168
5/19/2021,amazon fire tv,525
5/19/2021,android mobile,9268
5/19/2021,android tv,925
5/19/2021,apple tv,1084
5/19/2021,chromecast receiver app,1
5/19/2021,cox,449
5/19/2021,ios mobile,17579
5/19/2021,lg smart tv,1094
5/19/2021,ps4,1064
5/19/2021,roku,13737
5/19/2021,samsung tv,94
5/19/2021,unknown,6360
5/19/2021,vizio,2308
5/19/2021,web,10803
5/19/2021,xbox one,901
5/19/2021,xfinity,7664
5/20/2021,amazon fire tablet,140
5/20/2021,amazon fire tv,467
5/20/2021,android mobile,8919
5/20/2021,android tv,904
5/20/2021,apple tv,1082
5/20/2021,chromecast receiver app,3
5/20/2021,cox,472
5/20/2021,ios mobile,16701
5/20/2021,lg smart tv,1016
5/20/2021,ps4,1633
5/20/2021,roku,11964
5/20/2021,samsung tv,94
5/20/2021,unknown,6472
5/20/2021,vizio,2180
5/20/2021,web,10500
5/20/2021,xbox one,817
5/20/2021,xfinity,7408
5/21/2021,amazon fire tablet,166
5/21/2021,amazon fire tv,539
5/21/2021,android mobile,9517
5/21/2021,android tv,982
5/21/2021,apple tv,1381
5/21/2021,chromecast receiver app,4
5/21/2021,cox,501
5/21/2021,ios mobile,17115
5/21/2021,lg smart tv,1082
5/21/2021,ps4,1692
5/21/2021,roku,13537
5/21/2021,samsung tv,113
5/21/2021,unknown,5475
5/21/2021,vizio,2242
5/21/2021,web,10821
5/21/2021,xbox one,834
5/21/2021,xfinity,8218
5/22/2021,amazon fire tablet,203
5/22/2021,amazon fire tv,903
5/22/2021,android mobile,14077
5/22/2021,android tv,1634
5/22/2021,apple tv,2761
5/22/2021,chromecast receiver app,8
5/22/2021,cox,676
5/22/2021,ios mobile,28956
5/22/2021,lg smart tv,1742
5/22/2021,ps4,2245
5/22/2021,roku,18351
5/22/2021,samsung tv,203
5/22/2021,unknown,6600
5/22/2021,vizio,3166
5/22/2021,web,18742
5/22/2021,xbox one,1146
5/22/2021,xfinity,10635
5/23/2021,amazon fire tablet,220
5/23/2021,amazon fire tv,766
5/23/2021,android mobile,14297
5/23/2021,android tv,1478
5/23/2021,apple tv,2024
5/23/2021,chromecast receiver app,5
5/23/2021,cox,617
5/23/2021,ios mobile,26666
5/23/2021,lg smart tv,1661
5/23/2021,ps4,2594
5/23/2021,roku,17291
5/23/2021,samsung tv,144
5/23/2021,unknown,8064
5/23/2021,vizio,3337
5/23/2021,web,15292
5/23/2021,xbox one,1288
5/23/2021,xfinity,10732
5/24/2021,amazon fire tablet,181
5/24/2021,amazon fire tv,536
5/24/2021,android mobile,8987
5/24/2021,android tv,992
5/24/2021,apple tv,1184
5/24/2021,chromecast receiver app,3
5/24/2021,cox,408
5/24/2021,ios mobile,17537
5/24/2021,lg smart tv,1089
5/24/2021,ps4,2006
5/24/2021,roku,12378
5/24/2021,samsung tv,125
5/24/2021,unknown,32015
5/24/2021,vizio,2366
5/24/2021,web,10741
5/24/2021,xbox one,972
5/24/2021,xfinity,7329
5/25/2021,amazon fire tablet,159
5/25/2021,amazon fire tv,426
5/25/2021,android mobile,6508
5/25/2021,android tv,939
5/25/2021,apple tv,1172
5/25/2021,cox,396
5/25/2021,ios mobile,15918
5/25/2021,lg smart tv,1006
5/25/2021,ps4,1924
5/25/2021,roku,13632
5/25/2021,samsung tv,83
5/25/2021,unknown,13181
5/25/2021,vizio,2370
5/25/2021,web,10039
5/25/2021,xbox one,875
5/25/2021,xfinity,7235
5/26/2021,amazon fire tablet,147
5/26/2021,amazon fire tv,400
5/26/2021,android mobile,5927
5/26/2021,android tv,940
5/26/2021,apple tv,1099
5/26/2021,chromecast receiver app,2
5/26/2021,cox,388
5/26/2021,ios mobile,15380
5/26/2021,lg smart tv,977
5/26/2021,ps4,1902
5/26/2021,roku,12768
5/26/2021,samsung tv,84
5/26/2021,unknown,8621
5/26/2021,vizio,2076
5/26/2021,web,9650
5/26/2021,xbox one,882
5/26/2021,xfinity,7422
5/27/2021,amazon fire tablet,132
5/27/2021,amazon fire tv,379
5/27/2021,android mobile,6269
5/27/2021,android tv,821
5/27/2021,apple tv,1064
5/27/2021,chromecast receiver app,4
5/27/2021,cox,485
5/27/2021,ios mobile,15212
5/27/2021,lg smart tv,981
5/27/2021,ps4,1454
5/27/2021,roku,11670
5/27/2021,samsung tv,112
5/27/2021,unknown,8158
5/27/2021,vizio,2284
5/27/2021,web,9907
5/27/2021,xbox one,886
5/27/2021,xfinity,7794
5/28/2021,amazon fire tablet,160
5/28/2021,amazon fire tv,403
5/28/2021,android mobile,7868
5/28/2021,android tv,1120
5/28/2021,apple tv,1278
5/28/2021,chromecast receiver app,1
5/28/2021,cox,486
5/28/2021,ios mobile,15929
5/28/2021,lg smart tv,1123
5/28/2021,ps4,1682
5/28/2021,roku,14014
5/28/2021,samsung tv,88
5/28/2021,unknown,5735
5/28/2021,vizio,2913
5/28/2021,web,9639
5/28/2021,xbox one,878
5/28/2021,xfinity,9228
5/29/2021,amazon fire tablet,197
5/29/2021,amazon fire tv,551
5/29/2021,android mobile,9532
5/29/2021,android tv,1483
5/29/2021,apple tv,1768
5/29/2021,chromecast receiver app,2
5/29/2021,cox,809
5/29/2021,ios mobile,18943
5/29/2021,lg smart tv,1591
5/29/2021,ps4,1874
5/29/2021,roku,16646
5/29/2021,samsung tv,171
5/29/2021,unknown,4926
5/29/2021,vizio,3677
5/29/2021,web,10003
5/29/2021,xbox one,1057
5/29/2021,xfinity,11826
5/30/2021,amazon fire tablet,245
5/30/2021,amazon fire tv,687
5/30/2021,android mobile,10830
5/30/2021,android tv,1692
5/30/2021,apple tv,2152
5/30/2021,cox,895
5/30/2021,ios mobile,21517
5/30/2021,lg smart tv,1658
5/30/2021,ps4,2056
5/30/2021,roku,18349
5/30/2021,samsung tv,146
5/30/2021,unknown,5307
5/30/2021,vizio,4095
5/30/2021,web,12083
5/30/2021,xbox one,1148
5/30/2021,xfinity,12132
5/31/2021,amazon fire tablet,183
5/31/2021,amazon fire tv,565
5/31/2021,android mobile,9991
5/31/2021,android tv,1540
5/31/2021,apple tv,1803
5/31/2021,chromecast receiver app,1
5/31/2021,cox,880
5/31/2021,ios mobile,20119
5/31/2021,lg smart tv,1379
5/31/2021,ps4,2111
5/31/2021,roku,18073
5/31/2021,samsung tv,146
5/31/2021,unknown,4920
5/31/2021,vizio,3792
5/31/2021,web,10439
5/31/2021,xbox one,1110
5/31/2021,xfinity,10312
6/1/2021,amazon fire tablet,187
6/1/2021,amazon fire tv,388
6/1/2021,android mobile,10013
6/1/2021,android tv,1187
6/1/2021,apple tv,1239
6/1/2021,cox,544
6/1/2021,ios mobile,16276
6/1/2021,lg smart tv,1067
6/1/2021,ps4,1754
6/1/2021,roku,15246
6/1/2021,samsung tv,94
6/1/2021,unknown,4983
6/1/2021,vizio,3219
6/1/2021,web,9837
6/1/2021,xbox one,949
6/1/2021,xfinity,7112
6/2/2021,amazon fire tablet,162
6/2/2021,amazon fire tv,413
6/2/2021,android mobile,10005
6/2/2021,android tv,1254
6/2/2021,apple tv,1165
6/2/2021,cox,566
6/2/2021,ios mobile,16039
6/2/2021,lg smart tv,1016
6/2/2021,ps4,1716
6/2/2021,roku,14067
6/2/2021,samsung tv,103
6/2/2021,unknown,5296
6/2/2021,vizio,3017
6/2/2021,web,9419
6/2/2021,xbox one,898
6/2/2021,xfinity,8014
6/3/2021,amazon fire tablet,205
6/3/2021,amazon fire tv,457
6/3/2021,android mobile,10306
6/3/2021,android tv,1308
6/3/2021,apple tv,1273
6/3/2021,cox,611
6/3/2021,ios mobile,19402
6/3/2021,lg smart tv,1122
6/3/2021,ps4,1269
6/3/2021,roku,13497
6/3/2021,samsung tv,88
6/3/2021,unknown,6416
6/3/2021,vizio,3674
6/3/2021,web,11888
6/3/2021,xbox one,848
6/3/2021,xfinity,8541
6/4/2021,amazon fire tablet,176
6/4/2021,amazon fire tv,531
6/4/2021,android mobile,11085
6/4/2021,android tv,1411
6/4/2021,apple tv,1616
6/4/2021,chromecast receiver app,1
6/4/2021,cox,674
6/4/2021,ios mobile,25982
6/4/2021,lg smart tv,1243
6/4/2021,ps4,1071
6/4/2021,roku,25996
6/4/2021,samsung tv,101
6/4/2021,unknown,6452
6/4/2021,vizio,4656
6/4/2021,web,13515
6/4/2021,windows phone,1
6/4/2021,xbox one,1027
6/4/2021,xfinity,9011
6/5/2021,amazon fire tablet,304
6/5/2021,amazon fire tv,798
6/5/2021,android mobile,14045
6/5/2021,android tv,2324
6/5/2021,apple tv,3005
6/5/2021,chromecast receiver app,2
6/5/2021,cox,1154
6/5/2021,ios mobile,29522
6/5/2021,lg smart tv,1776
6/5/2021,ps4,1147
6/5/2021,roku,32317
6/5/2021,samsung tv,207
6/5/2021,unknown,6356
6/5/2021,vizio,3283
6/5/2021,web,17446
6/5/2021,xbox one,1104
6/5/2021,xfinity,19341
6/6/2021,amazon fire tablet,301
6/6/2021,amazon fire tv,708
6/6/2021,android mobile,14656
6/6/2021,android tv,2099
6/6/2021,apple tv,2021
6/6/2021,cox,929
6/6/2021,ios mobile,27637
6/6/2021,lg smart tv,1609
6/6/2021,ps4,1424
6/6/2021,roku,18391
6/6/2021,samsung tv,124
6/6/2021,unknown,6415
6/6/2021,vizio,4202
6/6/2021,web,13190
6/6/2021,xbox one,1229
6/6/2021,xfinity,14322
6/7/2021,amazon fire tablet,217
6/7/2021,amazon fire tv,482
6/7/2021,android mobile,11386
6/7/2021,android tv,1399
6/7/2021,apple tv,1291
6/7/2021,chromecast receiver app,2
6/7/2021,cox,607
6/7/2021,ios mobile,19333
6/7/2021,lg smart tv,1171
6/7/2021,ps4,1121
6/7/2021,roku,13737
6/7/2021,samsung tv,77
6/7/2021,unknown,5748
6/7/2021,vizio,2551
6/7/2021,web,12011
6/7/2021,xbox one,1007
6/7/2021,xfinity,8198
6/8/2021,amazon fire tablet,214
6/8/2021,amazon fire tv,449
6/8/2021,android mobile,11273
6/8/2021,android tv,1328
6/8/2021,apple tv,1143
6/8/2021,chromecast receiver app,2
6/8/2021,cox,541
6/8/2021,ios mobile,18209
6/8/2021,lg smart tv,1053
6/8/2021,ps4,946
6/8/2021,roku,13872
6/8/2021,samsung tv,4795
6/8/2021,unknown,5761
6/8/2021,vizio,2245
6/8/2021,web,11151
6/8/2021,xbox one,826
6/8/2021,xfinity,7675
6/9/2021,amazon fire tablet,193
6/9/2021,amazon fire tv,385
6/9/2021,android mobile,10661
6/9/2021,android tv,989
6/9/2021,apple tv,1011
6/9/2021,chromecast receiver app,1
6/9/2021,cox,503
6/9/2021,ios mobile,17827
6/9/2021,lg smart tv,968
6/9/2021,ps4,840
6/9/2021,roku,13793
6/9/2021,samsung tv,5074
6/9/2021,unknown,5880
6/9/2021,vizio,2099
6/9/2021,web,10456
6/9/2021,xbox one,800
6/9/2021,xfinity,7625
6/10/2021,amazon fire tablet,252
6/10/2021,amazon fire tv,373
6/10/2021,android mobile,10568
6/10/2021,android tv,880
6/10/2021,apple tv,981
6/10/2021,chromecast receiver app,2
6/10/2021,cox,559
6/10/2021,ios mobile,16824
6/10/2021,lg smart tv,937
6/10/2021,ps4,766
6/10/2021,roku,14035
6/10/2021,samsung tv,4417
6/10/2021,unknown,7529
6/10/2021,vizio,2002
6/10/2021,web,9539
6/10/2021,xbox one,795
6/10/2021,xfinity,7150
6/11/2021,amazon fire tablet,217
6/11/2021,amazon fire tv,375
6/11/2021,android mobile,10974
6/11/2021,android tv,1004
6/11/2021,apple tv,1274
6/11/2021,chromecast receiver app,5
6/11/2021,cox,527
6/11/2021,ios mobile,19351
6/11/2021,lg smart tv,1000
6/11/2021,ps4,692
6/11/2021,roku,15061
6/11/2021,samsung tv,6684
6/11/2021,unknown,7048
6/11/2021,vizio,2040
6/11/2021,web,12865
6/11/2021,xbox one,816
6/11/2021,xfinity,7955
6/12/2021,amazon fire tablet,224
6/12/2021,amazon fire tv,432
6/12/2021,android mobile,10414
6/12/2021,android tv,1269
6/12/2021,apple tv,1359
6/12/2021,chromecast receiver app,3
6/12/2021,cox,768
6/12/2021,ios mobile,18917
6/12/2021,lg smart tv,1195
6/12/2021,ps4,764
6/12/2021,roku,20528
6/12/2021,samsung tv,5532
6/12/2021,unknown,6187
6/12/2021,vizio,2369
6/12/2021,web,9218
6/12/2021,xbox one,806
6/12/2021,xfinity,10459
6/13/2021,amazon fire tablet,238
6/13/2021,amazon fire tv,594
6/13/2021,android mobile,12424
6/13/2021,android tv,1521
6/13/2021,apple tv,1837
6/13/2021,chromecast receiver app,6
6/13/2021,cox,785
6/13/2021,ios mobile,25157
6/13/2021,lg smart tv,1471
6/13/2021,ps4,1447
6/13/2021,roku,19109
6/13/2021,samsung tv,6361
6/13/2021,unknown,6839
6/13/2021,vizio,2893
6/13/2021,web,13547
6/13/2021,xbox one,1158
6/13/2021,xfinity,10751
6/14/2021,amazon fire tablet,221
6/14/2021,amazon fire tv,490
6/14/2021,android mobile,10486
6/14/2021,android tv,1239
6/14/2021,apple tv,1349
6/14/2021,cox,500
6/14/2021,ios mobile,20890
6/14/2021,lg smart tv,1075
6/14/2021,ps4,913
6/14/2021,roku,16524
6/14/2021,samsung tv,4855
6/14/2021,unknown,6417
6/14/2021,vizio,2284
6/14/2021,web,11283
6/14/2021,xbox one,919
6/14/2021,xfinity,7947
6/15/2021,amazon fire tablet,243
6/15/2021,amazon fire tv,509
6/15/2021,android mobile,10549
6/15/2021,android tv,1188
6/15/2021,apple tv,1299
6/15/2021,chromecast receiver app,2
6/15/2021,cox,564
6/15/2021,ios mobile,20349
6/15/2021,lg smart tv,1125
6/15/2021,ps4,894
6/15/2021,roku,16650
6/15/2021,samsung tv,4621
6/15/2021,unknown,6541
6/15/2021,vizio,2262
6/15/2021,web,11147
6/15/2021,xbox one,909
6/15/2021,xfinity,8471
6/16/2021,amazon fire tablet,223
6/16/2021,amazon fire tv,494
6/16/2021,android mobile,10328
6/16/2021,android tv,1184
6/16/2021,apple tv,1210
6/16/2021,chromecast receiver app,3
6/16/2021,cox,513
6/16/2021,ios mobile,19783
6/16/2021,lg smart tv,1023
6/16/2021,ps4,916
6/16/2021,roku,15328
6/16/2021,samsung tv,4427
6/16/2021,unknown,6655
6/16/2021,vizio,2148
6/16/2021,web,10842
6/16/2021,xbox one,816
6/16/2021,xfinity,8715
6/17/2021,amazon fire tablet,530
6/17/2021,amazon fire tv,1360
6/17/2021,android mobile,16688
6/17/2021,android tv,2707
6/17/2021,apple tv,3608
6/17/2021,chromecast receiver app,6
6/17/2021,cox,1196
6/17/2021,ios mobile,45397
6/17/2021,lg smart tv,2357
6/17/2021,ps4,1329
6/17/2021,roku,27149
6/17/2021,samsung tv,8957
6/17/2021,unknown,8462
6/17/2021,vizio,2934
6/17/2021,web,31719
6/17/2021,xbox one,1193
6/17/2021,xfinity,14506
6/18/2021,amazon fire tablet,625
6/18/2021,amazon fire tv,1508
6/18/2021,android mobile,18895
6/18/2021,android tv,2925
6/18/2021,apple tv,3531
6/18/2021,chromecast receiver app,3
6/18/2021,cox,899
6/18/2021,ios mobile,44355
6/18/2021,lg smart tv,3189
6/18/2021,ps4,1339
6/18/2021,roku,24963
6/18/2021,samsung tv,10868
6/18/2021,unknown,9025
6/18/2021,vizio,3299
6/18/2021,web,30385
6/18/2021,xbox one,1260
6/18/2021,xfinity,27689
6/19/2021,amazon fire tablet,460
6/19/2021,amazon fire tv,1057
6/19/2021,android mobile,16413
6/19/2021,android tv,2726
6/19/2021,apple tv,2514
6/19/2021,chromecast receiver app,6
6/19/2021,cox,877
6/19/2021,ios mobile,33442
6/19/2021,lg smart tv,2343
6/19/2021,ps4,1520
6/19/2021,roku,23401
6/19/2021,samsung tv,9529
6/19/2021,unknown,7480
6/19/2021,vizio,3244
6/19/2021,web,16913
6/19/2021,xbox one,1165
6/19/2021,xfinity,23448
6/20/2021,amazon fire tablet,435
6/20/2021,amazon fire tv,1484
6/20/2021,android mobile,21554
6/20/2021,android tv,3057
6/20/2021,apple tv,2542
6/20/2021,chromecast receiver app,81
6/20/2021,cox,770
6/20/2021,ios mobile,38791
6/20/2021,lg smart tv,2669
6/20/2021,ps4,3261
6/20/2021,roku,29776
6/20/2021,samsung tv,8335
6/20/2021,unknown,11072
6/20/2021,vizio,3860
6/20/2021,web,17061
6/20/2021,xbox one,1950
6/20/2021,xfinity,17574
6/21/2021,amazon fire tablet,247
6/21/2021,amazon fire tv,623
6/21/2021,android mobile,11829
6/21/2021,android tv,1413
6/21/2021,apple tv,1518
6/21/2021,chromecast receiver app,5
6/21/2021,cox,577
6/21/2021,ios mobile,23858
6/21/2021,lg smart tv,1315
6/21/2021,ps4,1566
6/21/2021,roku,19673
6/21/2021,samsung tv,5707
6/21/2021,unknown,8089
6/21/2021,vizio,3356
6/21/2021,web,11117
6/21/2021,xbox one,1129
6/21/2021,xfinity,9729
