Date,Device,CNT
11/8/2020,xbox one,1874
11/8/2020,xfinity,26061
11/9/2020,amazon fire tablet,2
11/9/2020,amazon fire tv,924
11/9/2020,android mobile,7637
11/9/2020,android tv,1062
11/9/2020,apple tv,1771
11/9/2020,chromecast receiver app,1
11/9/2020,cox,1683
11/9/2020,ios mobile,13417
11/9/2020,lg smart tv,1318
11/9/2020,ps4,1258
11/9/2020,roku,20515
11/9/2020,samsung tv,82
11/9/2020,unknown,6998
11/9/2020,vizio,1585
11/9/2020,web,8492
11/9/2020,xbox one,910
11/9/2020,xfinity,11585
11/10/2020,amazon fire tv,902
11/10/2020,android mobile,7357
11/10/2020,android tv,974
11/10/2020,apple tv,1630
11/10/2020,cox,1778
11/10/2020,ios mobile,12896
11/10/2020,lg smart tv,1330
11/10/2020,ps4,3614
11/10/2020,roku,20169
11/10/2020,samsung tv,83
11/10/2020,unknown,6741
11/10/2020,vizio,1495
11/10/2020,web,8034
11/10/2020,xbox one,870
11/10/2020,xfinity,15204
11/11/2020,amazon fire tv,1003
11/11/2020,android mobile,8694
11/11/2020,android tv,1137
11/11/2020,apple tv,1907
11/11/2020,cox,1940
11/11/2020,ios mobile,15489
11/11/2020,lg smart tv,1465
11/11/2020,ps4,4007
11/11/2020,roku,23799
11/11/2020,samsung tv,90
11/11/2020,unknown,8267
11/11/2020,vizio,2909
11/11/2020,web,10073
11/11/2020,xbox one,976
11/11/2020,xfinity,17953
11/12/2020,amazon fire tablet,1
11/12/2020,amazon fire tv,949
11/12/2020,android mobile,8995
11/12/2020,android tv,990
11/12/2020,apple tv,1456
11/12/2020,cox,1957
11/12/2020,ios mobile,14740
11/12/2020,lg smart tv,1274
11/12/2020,ps4,3545
11/12/2020,roku,20210
11/12/2020,samsung tv,89
11/12/2020,unknown,9545
11/12/2020,vizio,1372
11/12/2020,web,9379
11/12/2020,xbox one,835
11/12/2020,xfinity,15109
11/13/2020,amazon fire tablet,1
11/13/2020,amazon fire tv,886
11/13/2020,android mobile,8688
11/13/2020,android tv,1021
11/13/2020,apple tv,1560
11/13/2020,cox,2002
11/13/2020,ios mobile,13899
11/13/2020,lg smart tv,1258
11/13/2020,ps4,3121
11/13/2020,roku,20925
11/13/2020,samsung tv,81
11/13/2020,unknown,8964
11/13/2020,vizio,1631
11/13/2020,web,8539
11/13/2020,xbox one,751
11/13/2020,xfinity,17348
11/14/2020,amazon fire tv,1188
11/14/2020,android mobile,10493
11/14/2020,android tv,1347
11/14/2020,apple tv,2232
11/14/2020,chromecast receiver app,1
11/14/2020,cox,2154
11/14/2020,ios mobile,15357
11/14/2020,lg smart tv,1779
11/14/2020,ps4,3835
11/14/2020,roku,29324
11/14/2020,samsung tv,119
11/14/2020,unknown,8628
11/14/2020,vizio,2120
11/14/2020,web,8231
11/14/2020,xbox one,967
11/14/2020,xfinity,22176
11/15/2020,amazon fire tablet,2
11/15/2020,amazon fire tv,1193
11/15/2020,android mobile,10619
11/15/2020,android tv,1359
11/15/2020,apple tv,2128
11/15/2020,cox,1957
11/15/2020,ios mobile,16873
11/15/2020,lg smart tv,1921
11/15/2020,ps4,4199
11/15/2020,roku,30286
11/15/2020,samsung tv,113
11/15/2020,unknown,8510
11/15/2020,vizio,2122
11/15/2020,web,8309
11/15/2020,xbox one,1188
11/15/2020,xfinity,20160
11/16/2020,amazon fire tv,788
11/16/2020,android mobile,8010
11/16/2020,android tv,961
11/16/2020,apple tv,1282
11/16/2020,cox,1182
11/16/2020,ios mobile,13094
11/16/2020,lg smart tv,1012
11/16/2020,ps4,2861
11/16/2020,roku,20766
11/16/2020,samsung tv,75
11/16/2020,unknown,6461
11/16/2020,vizio,1436
11/16/2020,web,7950
11/16/2020,xbox one,907
11/16/2020,xfinity,11552
11/17/2020,amazon fire tablet,2
11/17/2020,amazon fire tv,817
11/17/2020,android mobile,8080
11/17/2020,android tv,1011
11/17/2020,apple tv,1272
11/17/2020,cox,1377
11/17/2020,ios mobile,12821
11/17/2020,lg smart tv,1208
11/17/2020,ps4,1585
11/17/2020,roku,20100
11/17/2020,samsung tv,54
11/17/2020,unknown,6241
11/17/2020,vizio,2009
11/17/2020,web,8280
11/17/2020,xbox one,786
11/17/2020,xfinity,12026
11/18/2020,amazon fire tablet,1
11/18/2020,amazon fire tv,777
11/18/2020,android mobile,8830
11/18/2020,android tv,928
11/18/2020,apple tv,1262
11/18/2020,cox,1506
11/18/2020,ios mobile,13908
11/18/2020,lg smart tv,1193
11/18/2020,ps4,1327
11/18/2020,roku,19233
11/18/2020,samsung tv,75
11/18/2020,unknown,6705
11/18/2020,vizio,1899
11/18/2020,web,9644
11/18/2020,xbox one,1066
11/18/2020,xfinity,12234
11/19/2020,amazon fire tv,727
11/19/2020,android mobile,9255
11/19/2020,android tv,963
11/19/2020,apple tv,1214
11/19/2020,chromecast receiver app,2
11/19/2020,cox,1788
11/19/2020,ios mobile,16478
11/19/2020,lg smart tv,1192
11/19/2020,ps4,1214
11/19/2020,roku,23060
11/19/2020,samsung tv,67
11/19/2020,unknown,9008
11/19/2020,vizio,2008
11/19/2020,web,10084
11/19/2020,xbox one,903
11/19/2020,xfinity,11606
11/20/2020,amazon fire tablet,3
11/20/2020,amazon fire tv,747
11/20/2020,android mobile,9235
11/20/2020,android tv,885
11/20/2020,apple tv,1431
11/20/2020,cox,1802
11/20/2020,ios mobile,15357
11/20/2020,lg smart tv,1259
11/20/2020,ps4,1248
11/20/2020,roku,22007
11/20/2020,samsung tv,89
11/20/2020,unknown,7676
11/20/2020,vizio,1697
11/20/2020,web,10400
11/20/2020,xbox one,894
11/20/2020,xfinity,16999
11/21/2020,amazon fire tablet,4
11/21/2020,amazon fire tv,1264
11/21/2020,android mobile,13425
11/21/2020,android tv,1383
11/21/2020,apple tv,2505
11/21/2020,chromecast receiver app,1
11/21/2020,cox,2929
11/21/2020,ios mobile,23048
11/21/2020,lg smart tv,2061
11/21/2020,ps4,1732
11/21/2020,roku,31207
11/21/2020,samsung tv,158
11/21/2020,unknown,7476
11/21/2020,vizio,2339
11/21/2020,web,13249
11/21/2020,xbox one,1516
11/21/2020,xfinity,28777
11/22/2020,amazon fire tv,1315
11/22/2020,android mobile,14388
11/22/2020,android tv,1474
11/22/2020,apple tv,2602
11/22/2020,cox,2476
11/22/2020,ios mobile,24222
11/22/2020,lg smart tv,4015
11/22/2020,ps4,3947
11/22/2020,roku,33415
11/22/2020,samsung tv,166
11/22/2020,unknown,8087
11/22/2020,vizio,3257
11/22/2020,web,12678
11/22/2020,xbox one,1711
11/22/2020,xfinity,25743
11/23/2020,amazon fire tablet,2
11/23/2020,amazon fire tv,940
11/23/2020,android mobile,13629
11/23/2020,android tv,1097
11/23/2020,apple tv,1672
11/23/2020,chromecast receiver app,1
11/23/2020,cox,1598
11/23/2020,ios mobile,29307
11/23/2020,lg smart tv,1688
11/23/2020,ps4,2623
11/23/2020,roku,25739
11/23/2020,samsung tv,132
11/23/2020,unknown,6669
11/23/2020,vizio,1874
11/23/2020,web,12590
11/23/2020,xbox one,1141
11/23/2020,xfinity,18126
11/24/2020,amazon fire tablet,2
11/24/2020,amazon fire tv,912
11/24/2020,android mobile,10673
11/24/2020,android tv,977
11/24/2020,apple tv,1758
11/24/2020,chromecast receiver app,1
11/24/2020,cox,1496
11/24/2020,ios mobile,18411
11/24/2020,lg smart tv,1524
11/24/2020,ps4,3910
11/24/2020,roku,24960
11/24/2020,samsung tv,101
11/24/2020,unknown,6134
11/24/2020,vizio,1611
11/24/2020,web,10084
11/24/2020,windows phone,2
11/24/2020,xbox one,1117
11/24/2020,xfinity,18143
11/25/2020,amazon fire tv,1356
11/25/2020,android mobile,16720
11/25/2020,android tv,1786
11/25/2020,apple tv,3656
11/25/2020,chromecast receiver app,1
11/25/2020,cox,1645
11/25/2020,ios mobile,34144
11/25/2020,lg smart tv,3130
11/25/2020,ps4,5038
11/25/2020,roku,38393
11/25/2020,samsung tv,163
11/25/2020,unknown,7237
11/25/2020,vizio,2114
11/25/2020,web,12985
11/25/2020,xbox one,1460
11/25/2020,xfinity,24239
11/26/2020,amazon fire tv,1721
11/26/2020,android mobile,21976
11/26/2020,android tv,2712
11/26/2020,apple tv,5194
11/26/2020,chromecast receiver app,3
11/26/2020,cox,1873
11/26/2020,ios mobile,40971
11/26/2020,lg smart tv,3244
11/26/2020,ps4,5813
11/26/2020,roku,42215
11/26/2020,samsung tv,213
11/26/2020,unknown,9362
11/26/2020,vizio,3843
11/26/2020,web,14776
11/26/2020,xbox one,2083
11/26/2020,xfinity,29098
11/27/2020,amazon fire tv,1452
11/27/2020,android mobile,16388
11/27/2020,android tv,3920
11/27/2020,apple tv,3807
11/27/2020,cox,1691
11/27/2020,ios mobile,29229
11/27/2020,lg smart tv,2559
11/27/2020,ps4,6973
11/27/2020,roku,34612
11/27/2020,samsung tv,162
11/27/2020,unknown,5554
11/27/2020,vizio,2506
11/27/2020,web,12320
11/27/2020,xbox one,1468
11/27/2020,xfinity,29668
11/28/2020,amazon fire tablet,4
11/28/2020,amazon fire tv,1840
11/28/2020,android mobile,18300
11/28/2020,android tv,3715
11/28/2020,apple tv,3901
11/28/2020,cox,1834
11/28/2020,ios mobile,30419
11/28/2020,lg smart tv,2824
11/28/2020,ps4,5836
11/28/2020,roku,35261
11/28/2020,samsung tv,160
11/28/2020,unknown,6134
11/28/2020,vizio,2665
11/28/2020,web,12178
11/28/2020,xbox one,1508
11/28/2020,xfinity,29863
11/29/2020,amazon fire tablet,1
11/29/2020,amazon fire tv,1624
11/29/2020,android mobile,18095
11/29/2020,android tv,3583
11/29/2020,apple tv,3646
11/29/2020,cox,1693
11/29/2020,ios mobile,30802
11/29/2020,lg smart tv,2626
11/29/2020,ps4,5783
11/29/2020,roku,35051
11/29/2020,samsung tv,149
11/29/2020,unknown,6760
11/29/2020,vizio,2859
11/29/2020,web,12476
11/29/2020,xbox one,1550
11/29/2020,xfinity,25649
11/30/2020,amazon fire tablet,2
11/30/2020,amazon fire tv,1078
11/30/2020,android mobile,13421
11/30/2020,android tv,2336
11/30/2020,apple tv,2308
11/30/2020,chromecast receiver app,1
11/30/2020,cox,1161
11/30/2020,ios mobile,23576
11/30/2020,lg smart tv,1791
11/30/2020,ps4,4358
11/30/2020,roku,25846
11/30/2020,samsung tv,91
11/30/2020,unknown,6786
11/30/2020,vizio,2524
11/30/2020,web,11547
11/30/2020,xbox one,1195
11/30/2020,xfinity,16109
12/1/2020,amazon fire tablet,3
12/1/2020,amazon fire tv,1005
12/1/2020,android mobile,13752
12/1/2020,android tv,2954
12/1/2020,apple tv,2386
12/1/2020,cox,1178
12/1/2020,ios mobile,22526
12/1/2020,lg smart tv,1746
12/1/2020,ps4,2414
12/1/2020,roku,34427
12/1/2020,samsung tv,117
12/1/2020,unknown,8425
12/1/2020,vizio,2045
12/1/2020,web,11651
12/1/2020,xbox one,1197
12/1/2020,xfinity,19113
12/2/2020,amazon fire tablet,2
12/2/2020,amazon fire tv,990
12/2/2020,android mobile,13192
12/2/2020,android tv,2772
12/2/2020,apple tv,2403
12/2/2020,cox,1111
12/2/2020,ios mobile,21848
12/2/2020,lg smart tv,2001
12/2/2020,ps4,1911
12/2/2020,roku,30810
12/2/2020,samsung tv,130
12/2/2020,unknown,7661
12/2/2020,vizio,2159
12/2/2020,web,13015
12/2/2020,xbox one,1144
12/2/2020,xfinity,18859
12/3/2020,amazon fire tablet,2
12/3/2020,amazon fire tv,929
12/3/2020,android mobile,11589
12/3/2020,android tv,2680
12/3/2020,apple tv,2071
12/3/2020,chromecast receiver app,1
12/3/2020,cox,1148
12/3/2020,ios mobile,19228
12/3/2020,lg smart tv,1715
12/3/2020,ps4,1588
12/3/2020,roku,27892
12/3/2020,samsung tv,109
12/3/2020,unknown,5739
12/3/2020,vizio,1847
12/3/2020,web,11301
12/3/2020,windows phone,1
12/3/2020,xbox one,1205
12/3/2020,xfinity,18376
12/4/2020,amazon fire tablet,1
12/4/2020,amazon fire tv,933
12/4/2020,android mobile,11131
12/4/2020,android tv,1786
12/4/2020,apple tv,2056
12/4/2020,cox,1313
12/4/2020,ios mobile,18382
12/4/2020,lg smart tv,1786
12/4/2020,ps4,1525
12/4/2020,roku,25058
12/4/2020,samsung tv,119
12/4/2020,unknown,6150
12/4/2020,vizio,1975
12/4/2020,web,11027
12/4/2020,xbox one,1279
12/4/2020,xfinity,24346
12/5/2020,amazon fire tv,1287
12/5/2020,android mobile,12962
12/5/2020,android tv,2032
12/5/2020,apple tv,2835
12/5/2020,cox,1690
12/5/2020,ios mobile,22989
12/5/2020,lg smart tv,2453
12/5/2020,ps4,1713
12/5/2020,roku,31233
12/5/2020,samsung tv,196
12/5/2020,unknown,6514
12/5/2020,vizio,2920
12/5/2020,web,12346
12/5/2020,xbox one,1581
12/5/2020,xfinity,33104
12/6/2020,amazon fire tv,1528
12/6/2020,android mobile,16746
12/6/2020,android tv,2373
12/6/2020,apple tv,3669
12/6/2020,chromecast receiver app,3
12/6/2020,cox,1926
12/6/2020,ios mobile,32622
12/6/2020,lg smart tv,2983
12/6/2020,ps4,2031
12/6/2020,roku,33253
12/6/2020,samsung tv,239
12/6/2020,unknown,8887
12/6/2020,vizio,3196
12/6/2020,web,18944
12/6/2020,xbox one,1978
12/6/2020,xfinity,32786
12/7/2020,amazon fire tv,764
12/7/2020,android mobile,11441
12/7/2020,android tv,1246
12/7/2020,apple tv,1834
12/7/2020,cox,1076
12/7/2020,ios mobile,19113
12/7/2020,lg smart tv,1652
12/7/2020,ps4,1335
12/7/2020,roku,24130
12/7/2020,samsung tv,117
12/7/2020,unknown,7765
12/7/2020,vizio,1902
12/7/2020,web,12542
12/7/2020,xbox one,1241
12/7/2020,xfinity,17609
12/8/2020,amazon fire tablet,5
12/8/2020,amazon fire tv,714
12/8/2020,android mobile,11661
12/8/2020,android tv,1128
12/8/2020,apple tv,1739
12/8/2020,cox,996
12/8/2020,ios mobile,18018
12/8/2020,lg smart tv,1571
12/8/2020,ps4,2750
12/8/2020,roku,22060
12/8/2020,samsung tv,86
12/8/2020,unknown,8123
12/8/2020,vizio,1900
12/8/2020,web,11021
12/8/2020,xbox one,1069
12/8/2020,xfinity,17127
12/9/2020,amazon fire tv,703
12/9/2020,android mobile,11725
12/9/2020,android tv,1140
12/9/2020,apple tv,1741
12/9/2020,chromecast receiver app,1
12/9/2020,cox,1015
12/9/2020,ios mobile,17731
12/9/2020,lg smart tv,1591
12/9/2020,ps4,2737
12/9/2020,roku,22685
12/9/2020,samsung tv,104
12/9/2020,unknown,5956
12/9/2020,vizio,1786
12/9/2020,web,11126
12/9/2020,xbox one,957
12/9/2020,xfinity,16730
12/10/2020,amazon fire tablet,1
12/10/2020,amazon fire tv,744
12/10/2020,android mobile,12205
12/10/2020,android tv,1170
12/10/2020,apple tv,1661
12/10/2020,chromecast receiver app,1
12/10/2020,cox,1048
12/10/2020,ios mobile,18997
12/10/2020,lg smart tv,1664
12/10/2020,ps4,2718
12/10/2020,roku,22572
12/10/2020,samsung tv,142
12/10/2020,unknown,4813
12/10/2020,vizio,1656
12/10/2020,web,12724
12/10/2020,xbox one,983
12/10/2020,xfinity,15960
12/11/2020,amazon fire tablet,2
12/11/2020,amazon fire tv,875
12/11/2020,android mobile,13140
12/11/2020,android tv,1323
12/11/2020,apple tv,2075
12/11/2020,chromecast receiver app,1
12/11/2020,cox,1359
12/11/2020,ios mobile,21946
12/11/2020,lg smart tv,1930
12/11/2020,ps4,2576
12/11/2020,roku,24065
12/11/2020,samsung tv,206
12/11/2020,unknown,4546
12/11/2020,vizio,2273
12/11/2020,web,13787
12/11/2020,xbox one,1024
12/11/2020,xfinity,18274
12/12/2020,amazon fire tablet,1
12/12/2020,amazon fire tv,1159
12/12/2020,android mobile,17817
12/12/2020,android tv,1917
12/12/2020,apple tv,3242
12/12/2020,cox,1944
12/12/2020,ios mobile,30354
12/12/2020,lg smart tv,2910
12/12/2020,ps4,3366
12/12/2020,roku,34097
12/12/2020,samsung tv,277
12/12/2020,unknown,5595
12/12/2020,vizio,3427
12/12/2020,web,16313
12/12/2020,xbox one,1396
12/12/2020,xfinity,28585
12/13/2020,amazon fire tablet,1
12/13/2020,amazon fire tv,1113
12/13/2020,android mobile,18409
12/13/2020,android tv,1890
12/13/2020,apple tv,2977
12/13/2020,cox,1632
12/13/2020,ios mobile,28928
12/13/2020,lg smart tv,2859
12/13/2020,ps4,4104
12/13/2020,roku,33988
12/13/2020,samsung tv,217
12/13/2020,unknown,6957
12/13/2020,vizio,3358
12/13/2020,web,14316
12/13/2020,xbox one,1387
12/13/2020,xfinity,21891
12/14/2020,amazon fire tv,693
12/14/2020,android mobile,13051
12/14/2020,android tv,1079
12/14/2020,apple tv,1804
12/14/2020,cox,1044
12/14/2020,ios mobile,21252
12/14/2020,lg smart tv,1718
12/14/2020,ps4,2901
12/14/2020,roku,22896
12/14/2020,samsung tv,101
12/14/2020,unknown,6830
12/14/2020,vizio,2285
12/14/2020,web,11657
12/14/2020,xbox one,1389
12/14/2020,xfinity,14717
12/15/2020,amazon fire tablet,1
12/15/2020,amazon fire tv,631
12/15/2020,android mobile,12011
12/15/2020,android tv,927
12/15/2020,apple tv,1604
12/15/2020,chromecast receiver app,1
12/15/2020,cox,1124
12/15/2020,ios mobile,19012
12/15/2020,lg smart tv,1574
12/15/2020,ps4,2810
12/15/2020,roku,20116
12/15/2020,samsung tv,90
12/15/2020,unknown,7196
12/15/2020,vizio,2114
12/15/2020,web,10481
12/15/2020,windows phone,1
12/15/2020,xbox one,993
12/15/2020,xfinity,14852
12/16/2020,amazon fire tablet,3
12/16/2020,amazon fire tv,604
12/16/2020,android mobile,11625
12/16/2020,android tv,973
12/16/2020,apple tv,1738
12/16/2020,cox,1116
12/16/2020,ios mobile,19457
12/16/2020,lg smart tv,1571
12/16/2020,ps4,2705
12/16/2020,roku,20902
12/16/2020,samsung tv,84
12/16/2020,unknown,5307
12/16/2020,vizio,2651
12/16/2020,web,11092
12/16/2020,xbox one,991
12/16/2020,xfinity,16935
12/17/2020,amazon fire tv,665
12/17/2020,android mobile,11010
12/17/2020,android tv,1013
12/17/2020,apple tv,1660
12/17/2020,chromecast receiver app,1
12/17/2020,cox,1012
12/17/2020,ios mobile,18141
12/17/2020,lg smart tv,1440
12/17/2020,ps4,2367
12/17/2020,roku,20762
12/17/2020,samsung tv,76
12/17/2020,unknown,4892
12/17/2020,vizio,2889
12/17/2020,web,10277
12/17/2020,xbox one,858
12/17/2020,xfinity,14975
12/18/2020,amazon fire tablet,3
12/18/2020,amazon fire tv,596
12/18/2020,android mobile,10181
12/18/2020,android tv,1056
12/18/2020,apple tv,1792
12/18/2020,chromecast receiver app,1
12/18/2020,cox,1113
12/18/2020,ios mobile,17327
12/18/2020,lg smart tv,1613
12/18/2020,ps4,2179
12/18/2020,roku,21203
12/18/2020,samsung tv,89
12/18/2020,unknown,4559
12/18/2020,vizio,4608
12/18/2020,web,9829
12/18/2020,xbox one,813
12/18/2020,xfinity,16121
12/19/2020,amazon fire tablet,5
12/19/2020,amazon fire tv,1039
12/19/2020,android mobile,13561
12/19/2020,android tv,1810
12/19/2020,apple tv,3531
12/19/2020,cox,1784
12/19/2020,ios mobile,30893
12/19/2020,lg smart tv,2405
12/19/2020,ps4,2977
12/19/2020,roku,28342
12/19/2020,samsung tv,187
12/19/2020,unknown,5150
12/19/2020,vizio,6081
12/19/2020,web,13970
12/19/2020,xbox one,1203
12/19/2020,xfinity,26087
12/20/2020,amazon fire tv,868
12/20/2020,android mobile,12711
12/20/2020,android tv,1444
12/20/2020,apple tv,2842
12/20/2020,cox,1393
12/20/2020,ios mobile,22814
12/20/2020,lg smart tv,2227
12/20/2020,ps4,3076
12/20/2020,roku,25695
12/20/2020,samsung tv,133
12/20/2020,unknown,5608
12/20/2020,vizio,6092
12/20/2020,web,9379
12/20/2020,xbox one,1144
12/20/2020,xfinity,21096
12/21/2020,amazon fire tv,602
12/21/2020,android mobile,9654
12/21/2020,android tv,948
12/21/2020,apple tv,1767
12/21/2020,cox,1094
12/21/2020,ios mobile,17556
12/21/2020,lg smart tv,1359
12/21/2020,ps4,2457
12/21/2020,roku,19290
12/21/2020,samsung tv,68
12/21/2020,unknown,4751
12/21/2020,vizio,3199
12/21/2020,web,7874
12/21/2020,xbox one,973
12/21/2020,xfinity,14957
12/22/2020,amazon fire tablet,1
12/22/2020,amazon fire tv,530
12/22/2020,android mobile,9374
12/22/2020,android tv,970
12/22/2020,apple tv,1567
12/22/2020,chromecast receiver app,2
12/22/2020,cox,1025
12/22/2020,ios mobile,16706
12/22/2020,lg smart tv,1318
12/22/2020,ps4,2813
12/22/2020,roku,18657
12/22/2020,samsung tv,71
12/22/2020,unknown,4470
12/22/2020,vizio,2833
12/22/2020,web,7884
12/22/2020,xbox one,845
12/22/2020,xfinity,14773
12/23/2020,amazon fire tablet,2
12/23/2020,amazon fire tv,579
12/23/2020,android mobile,9196
12/23/2020,android tv,981
12/23/2020,apple tv,1695
12/23/2020,chromecast receiver app,1
12/23/2020,cox,1158
12/23/2020,ios mobile,16960
12/23/2020,lg smart tv,1339
12/23/2020,ps4,1659
12/23/2020,roku,19538
12/23/2020,samsung tv,72
12/23/2020,unknown,4181
12/23/2020,vizio,2697
12/23/2020,web,7615
12/23/2020,xbox one,877
12/23/2020,xfinity,16121
12/24/2020,amazon fire tablet,1
12/24/2020,amazon fire tv,618
12/24/2020,android mobile,9817
12/24/2020,android tv,1106
12/24/2020,apple tv,1919
12/24/2020,cox,1344
12/24/2020,ios mobile,16972
12/24/2020,lg smart tv,1661
12/24/2020,ps4,1859
12/24/2020,roku,21008
12/24/2020,samsung tv,69
12/24/2020,unknown,3490
12/24/2020,vizio,2931
12/24/2020,web,7295
12/24/2020,xbox one,981
12/24/2020,xfinity,20009
12/25/2020,amazon fire tv,745
12/25/2020,android mobile,11149
12/25/2020,android tv,1379
12/25/2020,apple tv,2646
12/25/2020,cox,1397
12/25/2020,ios mobile,19858
12/25/2020,lg smart tv,2116
12/25/2020,ps4,1799
12/25/2020,roku,26606
12/25/2020,samsung tv,107
12/25/2020,unknown,3528
12/25/2020,vizio,5524
12/25/2020,web,7878
12/25/2020,xbox one,1065
12/25/2020,xfinity,20239
12/26/2020,amazon fire tablet,1
12/26/2020,amazon fire tv,1008
12/26/2020,android mobile,13802
12/26/2020,android tv,1762
12/26/2020,apple tv,3419
12/26/2020,chromecast receiver app,2
12/26/2020,cox,2364
12/26/2020,ios mobile,25597
12/26/2020,lg smart tv,2300
12/26/2020,ps4,1776
12/26/2020,roku,31094
12/26/2020,samsung tv,170
12/26/2020,unknown,4270
12/26/2020,vizio,7431
12/26/2020,web,10012
12/26/2020,xbox one,1199
12/26/2020,xfinity,22781
12/27/2020,amazon fire tablet,3
12/27/2020,amazon fire tv,1148
12/27/2020,android mobile,15457
12/27/2020,android tv,1828
12/27/2020,apple tv,3416
12/27/2020,chromecast receiver app,1
12/27/2020,cox,2142
12/27/2020,ios mobile,30389
12/27/2020,lg smart tv,2605
12/27/2020,ps4,1919
12/27/2020,roku,30745
12/27/2020,samsung tv,183
12/27/2020,unknown,5270
12/27/2020,vizio,7199
12/27/2020,web,11006
12/27/2020,xbox one,1321
12/27/2020,xfinity,19214
12/28/2020,amazon fire tablet,3
12/28/2020,amazon fire tv,940
12/28/2020,android mobile,13541
12/28/2020,android tv,1394
12/28/2020,apple tv,2772
12/28/2020,cox,1621
12/28/2020,ios mobile,30368
12/28/2020,lg smart tv,2017
12/28/2020,ps4,1456
12/28/2020,roku,27021
12/28/2020,samsung tv,145
12/28/2020,unknown,4915
12/28/2020,vizio,3580
12/28/2020,web,11402
12/28/2020,xbox one,1202
12/28/2020,xfinity,15082
12/29/2020,amazon fire tv,928
12/29/2020,android mobile,13324
12/29/2020,android tv,1370
12/29/2020,apple tv,2581
12/29/2020,chromecast receiver app,1
12/29/2020,cox,1403
12/29/2020,ios mobile,28617
12/29/2020,lg smart tv,1912
12/29/2020,ps4,3607
12/29/2020,roku,25960
12/29/2020,samsung tv,160
12/29/2020,unknown,4570
12/29/2020,vizio,3300
12/29/2020,web,11283
12/29/2020,xbox one,1211
12/29/2020,xfinity,15587
12/30/2020,amazon fire tablet,1
12/30/2020,amazon fire tv,1009
12/30/2020,android mobile,14496
12/30/2020,android tv,1490
12/30/2020,apple tv,2671
12/30/2020,chromecast receiver app,5
12/30/2020,cox,1281
12/30/2020,ios mobile,32692
12/30/2020,lg smart tv,1967
12/30/2020,ps4,3459
12/30/2020,roku,26571
12/30/2020,samsung tv,143
12/30/2020,unknown,4573
12/30/2020,vizio,4478
12/30/2020,web,11638
12/30/2020,xbox one,1289
12/30/2020,xfinity,16222
12/31/2020,amazon fire tablet,2
12/31/2020,amazon fire tv,1023
12/31/2020,android mobile,17435
12/31/2020,android tv,1721
12/31/2020,apple tv,3003
12/31/2020,chromecast receiver app,3
12/31/2020,cox,1447
12/31/2020,ios mobile,40757
12/31/2020,lg smart tv,2082
12/31/2020,ps4,3507
12/31/2020,roku,26858
12/31/2020,samsung tv,173
12/31/2020,unknown,4498
12/31/2020,vizio,6235
12/31/2020,web,11773
12/31/2020,xbox one,1588
12/31/2020,xfinity,18673
1/1/2021,amazon fire tablet,2
1/1/2021,amazon fire tv,2585
1/1/2021,android mobile,35258
1/1/2021,android tv,4886
1/1/2021,apple tv,8728
1/1/2021,chromecast receiver app,20
1/1/2021,cox,2103
1/1/2021,ios mobile,107691
1/1/2021,lg smart tv,5046
1/1/2021,ps4,16435
1/1/2021,roku,52604
1/1/2021,samsung tv,319
1/1/2021,unknown,5649
1/1/2021,vizio,10659
1/1/2021,web,27292
1/1/2021,xbox one,6210
1/1/2021,xfinity,27561
1/2/2021,amazon fire tablet,1
1/2/2021,amazon fire tv,2107
1/2/2021,android mobile,28084
1/2/2021,android tv,4253
1/2/2021,apple tv,7271
1/2/2021,chromecast receiver app,19
1/2/2021,cox,2063
1/2/2021,ios mobile,71762
1/2/2021,lg smart tv,3733
1/2/2021,ps4,10664
1/2/2021,roku,66828
1/2/2021,samsung tv,240
1/2/2021,unknown,5365
1/2/2021,vizio,9413
1/2/2021,web,21067
1/2/2021,xbox one,4419
1/2/2021,xfinity,27583
1/3/2021,amazon fire tablet,2
1/3/2021,amazon fire tv,1797
1/3/2021,android mobile,24099
1/3/2021,android tv,3665
1/3/2021,apple tv,5764
1/3/2021,chromecast receiver app,11
1/3/2021,cox,1542
1/3/2021,ios mobile,57487
1/3/2021,lg smart tv,3328
1/3/2021,ps4,10721
1/3/2021,roku,56465
1/3/2021,samsung tv,245
1/3/2021,unknown,5541
1/3/2021,vizio,8551
1/3/2021,web,18648
1/3/2021,xbox one,3578
1/3/2021,xfinity,20390
1/4/2021,amazon fire tv,1307
1/4/2021,android mobile,17798
1/4/2021,android tv,2559
1/4/2021,apple tv,3731
1/4/2021,chromecast receiver app,4
1/4/2021,cox,1066
1/4/2021,ios mobile,41434
1/4/2021,lg smart tv,2293
1/4/2021,ps4,8181
1/4/2021,roku,29183
1/4/2021,samsung tv,165
1/4/2021,unknown,4917
1/4/2021,vizio,6813
1/4/2021,web,17041
1/4/2021,xbox one,2571
1/4/2021,xfinity,15219
1/5/2021,amazon fire tv,1055
1/5/2021,android mobile,13937
1/5/2021,android tv,1935
1/5/2021,apple tv,2889
1/5/2021,chromecast receiver app,6
1/5/2021,cox,1026
1/5/2021,ios mobile,32035
1/5/2021,lg smart tv,1804
1/5/2021,ps4,6402
1/5/2021,roku,22959
1/5/2021,samsung tv,114
1/5/2021,unknown,5076
1/5/2021,vizio,5784
1/5/2021,web,14604
1/5/2021,xbox one,2151
1/5/2021,xfinity,15454
1/6/2021,amazon fire tablet,2
1/6/2021,amazon fire tv,810
